hgnc_symbol	affy_hg_u133a_2
SNRPF	203832_at
SNRPF	
TSPOAP1	205839_s_at
TSPOAP1	
NXPE3	
NXPE3	217540_at
KLRC4	210690_at
ANKRD65	
PAN2	209796_s_at
PAN2	203117_s_at
PAN2	
NFKBIZ	
SNAP47	
ZNF550	
ZNF550	215124_at
TPRX2	
SULT2A1	206292_s_at
SULT2A1	206293_at
C19orf54	222052_at
C19orf54	
LINC02085	
B4GALT2	
B4GALT2	209413_at
TRMT10C	
ZBTB11	204847_at
ZBTB11	
OLFML2B	213125_at
SNRPA	201770_at
SNRPA	
MIR142	
TTC24	
MIR4736	
SUPT4H1	201483_s_at
SUPT4H1	201484_at
SUPT4H1	
ATP13A3	212297_at
ATP13A3	219558_at
ATP13A3	
IL20	
MIA	206560_s_at
MIA	
	201483_s_at
	201484_at
RNF43	218704_at
RNF43	
DNASE2B	220380_at
ITPKC	213076_at
ITPKC	
CDHR4	
OR2L2	
OR2L3	
LIMA1	217892_s_at
LIMA1	
OR2M4	
MANEAL	
FDX2	
UNC13D	
INKA1	
UBA7	1294_at
UBA7	203281_s_at
UBA7	
	209367_at
NIF3L1	
NIF3L1	218133_s_at
MAST1	
MAST1	217231_s_at
MIR5193	1294_at
MIR5193	203281_s_at
TRAIP	205598_at
TRAIP	
RNF34	219035_s_at
RNF34	
PLA2G4C	209785_s_at
PLA2G4C	
CYP20A1	219565_at
CYP20A1	
LINC02397	
OR2T35	
OR10K2	
NUP107-DT	
IRF2BP2	
	218380_at
LINC00324	
FZD10-AS1	
RBM15	219286_s_at
RBM15	
CTC1	219435_at
CTC1	
LINC01619	
JMJD4	218560_s_at
JMJD4	
KLHDC7A	
MTX1	210386_s_at
TMPO-AS1	
PLA2G4C-AS1	
ZSWIM9	
CAMKV	219365_s_at
CAMKV	
LINC02458	
ARL8A	
CARD8	
CARD8	204950_at
RASSF8-AS1	
GPR37L1	207055_at
SNX27	
SNX27	221006_s_at
SNX27	221498_at
NCKAP5	
MIR194-2HG	
LINC02454	
LINC02731	
LINC00900	
PGAM1P5	
THAP4	220417_s_at
THAP4	
CD44-DT	
SLC38A4-AS1	
IRAG1-AS1	
CD63-AS1	
C2CD5-AS1	
POTEE	
NAV2-AS2	
LRP4-AS1	
NLRP1	218380_at
NLRP1	211824_x_at
NLRP1	211822_s_at
NLRP1	210113_s_at
NLRP1	
CCDC83	
GPRC5D-AS1	
RN7SL217P	
ACTL11P	
MST1R	205455_at
MST1R	
CELF3	215045_at
CELF3	206817_x_at
CELF3	
GPRC5D	221297_at
INHBE	
INHBE	210587_at
SYTL2	220613_s_at
SYTL2	
CAPRIN2	218456_at
CAPRIN2	
PMS1	213677_s_at
PMS1	
RIIAD1	
MRPL9	211594_s_at
MRPL9	209609_s_at
MRPL9	
MON1A	
OAZ3	222075_s_at
OAZ3	213863_s_at
OAZ3	
	215650_at
CARD8-AS1	
ZNF114-AS1	
ZNF114	
RBM6	201967_at
RBM6	
ODAD1	
LINGO4	
C2CD4D-AS1	
THEM5	
THEM4	
KRT8P28	
S100A10	200872_at
S100A10	
NBPF18P	
EMP3	203729_at
EMP3	
STIL	205339_at
STIL	
KRTAP4-6	
IGBP1P2	
LIG1	202726_at
LIG1	
KRTAP4-7	216810_at
OR1R1P	
KRTAP2-2	
TMEM238L	
KRT26	
ANKRD36	214723_x_at
ANKRD36	
TBC1D3D	209403_at
TNFSF12	205611_at
TNFSF12	
CFLAR	211316_x_at
CFLAR	208485_x_at
CFLAR	210564_x_at
CFLAR	211862_x_at
CFLAR	209508_x_at
CFLAR	214486_x_at
CFLAR	211317_s_at
CFLAR	210563_x_at
CFLAR	209939_x_at
CFLAR	214618_at
CFLAR	
CFLAR	217654_at
TNFSF12-TNFSF13	211495_x_at
TNFSF12-TNFSF13	210314_x_at
TNFSF12-TNFSF13	209499_x_at
TNFSF12-TNFSF13	209500_x_at
VAT1	208626_s_at
VAT1	
RND2	214393_at
RND2	213467_at
RND2	
RPL21P4	
NBR2	
NBR2	200943_at
NBR2	207631_at
	200943_at
	207631_at
BRCA1P1	
NBR1	201384_s_at
NBR1	201383_s_at
NBR1	
C1orf68	217087_at
LCEP2	
LCEP1	
LCE1F	
LCE1E	
LCE1D	
NCDN	209557_s_at
NCDN	209556_at
NCDN	
RBM5	209936_at
RBM5	
RBM5	201395_at
RBM5	201394_s_at
TMEM106A	
TFAP2E	
AMY1A	208498_s_at
AMY1A	
MOB3A	
RAD51AP1	
RAD51AP1	204146_at
CCDC200	
IZUMO4	215734_at
IZUMO4	214296_x_at
IZUMO4	
RNU2-1	
	214349_at
AMY1B	208498_s_at
AMY1B	
RBMS1	203748_x_at
RBMS1	207266_x_at
RBMS1	215127_s_at
RBMS1	209868_s_at
RBMS1	
PTPRJ-AS1	
RBM5-AS1	
SEMA3F-AS1	
NUP160	214962_s_at
NUP160	212709_at
NUP160	
NUP160	214963_at
CD86	205686_s_at
CD86	210895_s_at
CD86	205685_at
CD86	
AMY1C	208498_s_at
AMY1C	
HPDL	
OR2L5	
MAN1C1	218918_at
MAN1C1	214180_at
MAN1C1	
ALOX12-AS1	
CASR	211384_s_at
CASR	210577_at
CASR	
RPL31P60	
FAAP24	214816_x_at
FAAP24	
DYRK4	212954_at
DYRK4	
SELENON	
BRCA1	204531_s_at
BRCA1	211851_x_at
BRCA1	
OR7C1	216690_at
OR7C1	
HNRNPA1P23	
CSTA	204971_at
CSTA	
MIX23	
PCSK4	
MAB21L3	
FAM162A	220942_x_at
FAM162A	221533_at
FAM162A	
NFASC	
NFASC	213438_at
NFASC	214799_at
AKAP3	207344_at
AKAP3	
WDR5B	219538_at
KPNA1	202056_at
KPNA1	202057_at
KPNA1	202058_s_at
KPNA1	202055_at
KPNA1	202059_s_at
KPNA1	213741_s_at
KPNA1	
NDUFA9	
NDUFA9	208969_at
ERVK3-1	
BAZ2B	203080_s_at
BAZ2B	
PDE4C	206792_x_at
PDE4C	211818_s_at
PDE4C	206791_s_at
PDE4C	
	220929_at
GAU1	
GALNT8	220929_at
GALNT8	
GALNT8	205616_at
PARP9	
INSIG2	
INSIG2	209566_at
KCNA6	
KCNA1	208479_at
KCNA1	
DPY19L2	
THSD7B	
KCNH7	
SELENOI	
DTX3L	
ZSCAN5C	
PINLYP	213556_at
PINLYP	
CNTN2	206970_at
CNTN2	
CBWD2	220175_s_at
CBWD2	
PARP15	
SRGAP1	
SELENOV	
DPRX	
NLRP11	
EIF4BP8	
EMC3	217882_at
EMC3	
RPL36AP41	
RNU6-87P	
CCDC194	
RNU6-1273P	
RNU6-199P	
VN1R4	
METTL7A	207761_s_at
METTL7A	209703_x_at
METTL7A	
SMIM44	
ARHGAP35	202044_at
ARHGAP35	202046_s_at
ARHGAP35	202045_s_at
ARHGAP35	
SRPRB	218140_x_at
SRPRB	
ATF1	
ATF1	222103_at
NPAS1	216975_x_at
NPAS1	206699_x_at
NPAS1	
RN7SL519P	
TMPRSS12	
WWP1P1	
ST3GAL6-AS1	
HIGD1C	
POU5F1P3	210265_x_at
GCSHP4	
DEFB109F	
PDLIM1P4	
DCBLD2	213865_at
DCBLD2	
FAM90A1	220535_at
FAM90A1	
ALG1L10P	
FAM86FP	65585_at
FAM86FP	
LINC02449	
MYL6B	204173_at
MYL6B	
MYL6B	212082_s_at
DBI	202428_x_at
DBI	211070_x_at
DBI	209389_x_at
DBI	
RNU6-26P	
RNU6-1263P	
ST3GAL6	
ST3GAL6	210942_s_at
ST3GAL6	213355_at
ST3GAL6	213335_s_at
HADHAP2	
AICDA	219841_at
AICDA	
SPAG16	
SPAG16	219109_at
KCTD21	
USP35	
TMEM160	219219_at
ZC3H4	213390_at
ZC3H4	
SYPL2	
CCSAP	
CPS1	217564_s_at
CPS1	204920_at
CPS1	
RNU6-180P	
RN7SKP276	
GAB2	203853_s_at
GAB2	
ACTA1	203872_at
SAE1	
SAE1	217946_s_at
ZFP69	
HSPD1P12	
EXO5-DT	
FOXJ2	203734_at
FOXJ2	
ZNF684	
ZNF75CP	
LINC02728	
RNU6-311P	
COPS8P3	
ATP5MG	210453_x_at
ATP5MG	208746_x_at
ATP5MG	208745_at
ATP5MG	207573_x_at
ATP5MG	
FYCO1	218204_s_at
FYCO1	
RNU6ATAC27P	
SNHG3	215011_at
SNHG3	
SNORA73A	
SNORA73B	
PRDX3P2	
C3AR1	209906_at
TRNAU1AP	218977_s_at
TRNAU1AP	
BBC3	211692_s_at
NECAP1	209300_s_at
NECAP1	
NARS2	219217_at
NARS2	
MIR3190	
MIR3191	
CCDC9	
CCDC9	206257_at
SNORD99	
SNORA61	
SNORA44	
SNORA16A	
RAB42	
TAF12-DT	
TTLL3	
TTLL3	203670_at
TTLL3	210129_s_at
RNU11	
AMY2B	208498_s_at
AMY2B	
INAFM1	
MZF1-AS1	
ACSF2	218844_at
ACSF2	
LINC01836	
NACC1	
PSMD8	200820_at
PSMD8	
AMY2A	
AMY2A	208498_s_at
CDK18	
CDK18	214797_s_at
AP3D1	208710_s_at
AP3D1	206592_s_at
AP3D1	210974_s_at
AP3D1	
	221724_s_at
	219947_at
CLEC4A	221724_s_at
CLEC4A	219947_at
EMSY	
EMSY	219012_s_at
PDCL3P4	
PDCL3P4	219043_s_at
MICOS10P3	
RNU6-342P	
RPS20P15	
RNU1-96P	
ZNF705A	
NEK10	
ENPP7P5	
MRPS21P9	
PUS7L	221025_x_at
PUS7L	
CHAD	206869_at
RSAD1	
RSAD1	218307_at
GOLT1A	
PLEKHA6	205093_at
PLEKHA6	
FAIM	
FAIM	220643_s_at
MYCBPAP	
TWF1	201745_at
TWF1	214007_s_at
TWF1	
LINC00628	
PPP1R15B-AS1	
RNA5SP74	
ZMYM1	220206_at
ZMYM1	
ZNF75BP	
CCND2-AS1	
ANGPTL6	
IRAK4	
IRAK4	219618_at
RELB	
RELB	205205_at
EPN3	
EPN3	220318_at
CLASRP	204978_at
CLASRP	
INS-IGF2	210881_s_at
INS-IGF2	202410_x_at
INS-IGF2	
RPL12P45	
EFCAB14P1	
RN7SL503P	
MIR483	210881_s_at
MIR483	202410_x_at
IGF2-AS	220561_at
C1orf146	
INS	206598_at
ACTBP12	
SPATA20	218164_at
SPATA20	220318_at
SPATA20	
GLMN	207153_s_at
GLMN	
TH	208291_s_at
TH	
CCT7	
CCT7	200812_at
FAR2	
FAR2	220615_s_at
RNU6-611P	
ZNF296	
GEMIN7-AS1	
RPAP2	219504_s_at
RPAP2	
GEMIN7	
GEMIN7	219085_s_at
EIF5AP3	
TBC1D17	218466_at
TBC1D17	
ERGIC2	218135_at
ERGIC2	
RN7SL824P	
HMGB3P9	
RNU4-59P	
H3P3	
CCNJP2	
OR10X1	
OR2T27	
OR6K1P	
OR6K3	
OR6K4P	
OR6K5P	
OR2AQ1P	
OR10AA1P	
MNDA	
MNDA	204959_at
ROPN1	220425_x_at
ROPN1	
OR10J3	
OR14A16	
HSD17B7P1	
EFHD1	209343_at
EFHD1	
OR6R1P	
OR11L1	
TRIM58	215047_at
OR2W3	
OR2AJ1	
CLK3P2	
OR2X1P	
OR2L8	
SLC4A7	209884_s_at
SLC4A7	210286_s_at
SLC4A7	207604_s_at
SLC4A7	
OR6Y1	
TLR12P	
ZSCAN20	
NUP62	207740_s_at
NUP62	202153_s_at
NUP62	
POTEI	
FAM234B	213234_at
FAM234B	
OR2M1P	
MIR4686	
OR2M5	
ASCL2	207607_at
C11orf21	220560_at
C11orf21	
OR2M2	
GM2AP2	
CYCSP53	
MYOC	210155_at
TSPAN32	
TSPAN32	220558_x_at
CACNA1G-AS1	
OR7E47P	
OR7E47P	222304_x_at
ANKFN1	
GABRD	208457_at
GABRD	
FOXN2	
FOXN2	206708_at
LINC00592	
KCNK3	205952_at
KRT80	
IZUMO2	
	211711_s_at
RPL39P33	
NRXN1	209915_s_at
NRXN1	209914_s_at
NRXN1	216096_s_at
NRXN1	
NOG	
KCNJ12	208567_s_at
KCNJ12	207110_at
U2AF2	218382_s_at
U2AF2	218381_s_at
U2AF2	
PDLIM1P2	
RPL21P120	
PRKCZ-DT	
ZBTB17	203602_s_at
ZBTB17	203601_s_at
ZBTB17	
LINC02874	
KCNJ18	208567_s_at
KCNJ18	207110_at
KPNB1-DT	
METTL7AP1	
KRT7	
KRT7	209016_s_at
MAP3K10	206362_x_at
MAP3K10	
CACNA1G	211802_x_at
CACNA1G	207869_s_at
CACNA1G	210380_s_at
CACNA1G	211315_s_at
CACNA1G	211314_at
CACNA1G	
RNU6-878P	
CD81-AS1	
RPL26P30	218830_at
	200095_x_at
KRT7-AS	
KRT86	
KRT86	215189_at
DGKZ	207556_s_at
DGKZ	
DGKZ	209035_at
KRT87P	
TTC9B	
CCNP	220323_at
CCNP	
TBC1D3P6	
SRARP	
KRT81	213711_at
HSPB7	218934_s_at
HSPB7	
AKT2	203809_s_at
AKT2	211453_s_at
AKT2	
KRT83	207669_at
CLCNKA	207047_s_at
CLCNKA	
KRT89P	
KRT85	207670_at
KRT85	
KRT84	
KRT82	
KRT90P	
KRT75	207065_at
FAM131C	
KRT6B	209126_x_at
KRT6B	213680_at
KRT6C	
OR2T8	
ZBTB2P1	
FHAD1-AS1	
EFHD2-AS1	
CCDC88A	221078_s_at
CCDC88A	219387_at
CCDC88A	
EFHD2	217992_s_at
EFHD2	
KRT6A	209126_x_at
KRT6A	214580_x_at
KRT6A	209125_at
KRT6A	
CTRC	206297_at
CTRC	
OR6F1	
KRT5	201820_at
KRT5	
OR14A2	
OR14K1	
OR9H1P	
OR10K1	
OR2T12	
OR2T33	
ZBTB8A	
ZBTB8OS	
KRT71	
KRT74	
KRT72	
RN7SL432P	
NRAS	202647_s_at
RNY1P13	
SIKE1	204666_s_at
SIKE1	221705_s_at
SIKE1	
MIR641	
RNU6-945P	
C19orf47	
KRT73-AS1	
OR2T29	
KRT73	
DDX11L1	
CD3D	213539_at
CD3D	
WASH7P	
MIR6859-1	
MIR1302-2HG	
MIR1302-2	
FAM138A	
OR4G4P	
OR4G11P	
OR4F5	
KRT128P	
CD3G	
CD3G	206804_at
CICP27	
GRIP1	214018_at
GRIP1	
RNU6-1100P	
OR2G6	
BLVRB	202201_at
ACTN2	
ACTN2	203861_s_at
ACTN2	203862_s_at
ACTN2	203864_s_at
ACTN2	203863_at
	210453_x_at
	208746_x_at
	212079_s_at
	212078_s_at
CASP1	206011_at
CASP1	209970_x_at
CASP1	211367_s_at
CASP1	211366_x_at
CASP1	211368_s_at
CASP1	
PLD3	
PLD3	201050_at
CLPB	221845_s_at
CLPB	
OR13G1	
OR1C1	
OR2M3	
OR2T10	
OR6N1	
OR2T11	
CFAP20DC	
OR10Z1	
SPTA1	206937_at
SPTA1	
LINC01788	
CFAP92	
ZRANB2-AS1	
ZRANB2	
NXPE2	
NXPE1	
DCLK3	
CCR5	206991_s_at
CCR5	
SETMAR	206554_x_at
SETMAR	
ARL2-SNX15	205482_x_at
SNX15	205482_x_at
SNX15	
MIR186	
ZRANB2-DT	
IQCJ-SCHIP1	
IQCJ-SCHIP1	204030_s_at
TXNRD1	201266_at
TXNRD1	
SAC3D1	205449_at
NAALADL1	207895_at
NAALADL1	
DPPA4	219651_at
DPPA4	
CERS2	
CERS2	222212_s_at
TCTA	203054_s_at
TCTA	
PFN2	204992_s_at
PFN2	
DPP9-AS1	
OVCH1	
MIR7-3	
DNAJB8	
KCNMB3	221125_s_at
KCNMB3	
LINC01842	
LINC00887	
CDCA5	
LINC01529	
ANXA9	
ANXA9	210085_s_at
ANXA9	211712_s_at
DUBR	
MVK	
MVK	215649_s_at
MVK	204056_s_at
MVK	36907_at
LINC00906	
PRUNE1	
PRUNE1	209586_s_at
PRUNE1	209599_s_at
PRUNE1	210988_s_at
ZFPL1	214310_s_at
ZFPL1	209428_s_at
ZFPL1	214311_at
P3H2-AS1	
	203393_at
	203394_s_at
CLEC4OP	
PSG8-AS1	
ZNF45-AS1	
TMEM262	213740_s_at
TMEM262	
RNU6-884P	
LINC01530	
BNIPL	209586_s_at
BNIPL	
ZNF567-DT	215845_x_at
ZNF567-DT	
VPS51	
VPS51	217969_at
ZNF30-AS1	
CYP2B7P	
CYP2B7P	210272_at
CYP2B7P	206754_s_at
LINC02038	
LINC02037	
NCK1-DT	
LINC01063	
TIPARP-AS1	
WDR5B-DT	
C1orf56	221222_s_at
C1orf56	
CDC42SE1	218157_x_at
CDC42SE1	
ZNF470-DT	
HPN-AS1	
EEF1GP4	
PSMC1P7	
SPTSSB	
MIR4698	
LINC02067	
PPIAP45	
RPL23AP42	213084_x_at
RPL23AP42	208825_x_at
RPL23AP42	208834_x_at
RPL23AP42	203012_x_at
MLLT11	211071_s_at
LINC02416	
OTOL1	
MIR4494	
TIMELESS	203046_s_at
TIMELESS	215455_at
TIMELESS	
TM7SF2	210130_s_at
TM7SF2	
IER5	218611_at
RPUSD3	
SLC25A44	212683_at
SLC25A44	32091_at
SLC25A44	
FH	203032_s_at
FH	214170_x_at
FH	203033_x_at
FH	
KMO	211138_s_at
KMO	205306_x_at
KMO	
KMO	205307_s_at
LINC02987	
RPS3AP53	
NR2C2	206038_s_at
NR2C2	
OPN3	
OPN3	219032_x_at
ZNF812P	
STAT2	217199_s_at
STAT2	205170_at
STAT2	
	210683_at
LINC01785	
CHML	206079_at
CHML	
LINC00663	
ATAD3A	219068_x_at
ATAD3A	
NUDT19-DT	
LIPE-AS1	
ILF3-DT	
ZNHIT2	219050_s_at
NAPSB	
FAU	200019_s_at
FAU	
NLGN1-AS1	
RN7SKP234	
ANAPC15P2	
NLGN1	
NLGN1	205893_at
TMEM240	
SIGLEC17P	
SSU72	
SYVN1	200019_s_at
SYVN1	
ZNF56P	
MIB2	
COL6A4P1	
BSG-AS1	
ZNF793-AS1	
ZNF350-AS1	
GABRR3	
RANBP3-DT	
OR5BM1P	
NUP210	220035_at
NUP210	212315_s_at
NUP210	213947_s_at
NUP210	212316_at
NUP210	
ZNF8-DT	
TMEM147-AS1	222280_at
APOC1P1	
APOC1P1	213553_x_at
PCAT19	
FAP	
FAP	209955_s_at
TNFRSF1A	207643_s_at
TNFRSF1A	
MRPL49	201717_at
MRPL49	
MIR6751	
HIGD1AP10	
ZNF702P	206557_at
ZNF702P	
RNU2-23P	
PDCL2P2	
PGAM1P8	
CAPN1-AS1	
CAPN1	
CAPN1	200752_s_at
HDAC11-AS1	
ZNF826P	
HDAC11	219847_at
HDAC11	
ZNF818P	
ZNF667-AS1	
CUL3	201370_s_at
CUL3	201371_s_at
CUL3	201372_s_at
CUL3	
MIR7-3HG	
BCL9	204129_at
BCL9	
ARNTL2	220658_s_at
ARNTL2	
RPL6P3	
PXDN	212012_at
PXDN	212013_at
PXDN	
EXO1	
EXO1	204603_at
FBLN2	203886_s_at
FBLN2	
LINC00665	
CEACAM16-AS1	
RPL23AP20	
MYT1L-AS1	
BECN2	
CFL1P4	
MAP1LC3C	221697_at
LINC01535	
TUBB8P6	
SLC22A20P	
WDR64	
MYT1L	210016_at
MYT1L	
MYT1L	216672_s_at
LINC00662	
TRIM64B	
SERPINI2	207636_at
SERPINI2	
MIR3117	
DYNLT5	
TSSC4	218612_s_at
TSSC4	
ARNTL2-AS1	
DNAI4	220769_s_at
DNAI4	
IQCG	221185_s_at
IQCG	
TRPM5	
C19orf48	
ZNF664	
SGIP1	
RNU6-858P	
RPL35A	213687_s_at
RPL35A	215249_at
RPL35A	
ZNF528-AS1	
RFLNA	
NAPA-AS1	
POU2F2-AS1	
RNU6-621P	
A1BG-AS1	
LMLN-AS1	
MIR6880	
FRG2FP	
TUBB8P8	
FAM157A	
FAM157A	211050_x_at
NCOR2	208888_s_at
NCOR2	207760_s_at
NCOR2	208889_s_at
NCOR2	215205_x_at
NCOR2	
RNU6-860P	
CICP6	
SEPTIN14P3	
LMLN	
ZNF790-AS1	
ZNF561-AS1	
ZNF426-DT	
PPP5D1P	
MTND1P35	
TRIM49D1	220534_at
GORASP1	215749_s_at
GORASP1	
C3P1	
TRIM49D2	220534_at
TRIM51EP	
TRIM53AP	
TRIM49C	221154_at
DNMT1	201697_s_at
DNMT1	
TRIM64EP	
UBTFL1	
TRIM64	
FXYD2	
FXYD2	205674_x_at
FXYD2	207434_s_at
SENP5	57703_at
SENP5	222110_at
SENP5	213184_at
SENP5	
FXYD6-FXYD2	205674_x_at
FXYD6-FXYD2	207434_s_at
KCNH3	
FXYD6-AS1	
FXYD6	217897_at
FXYD6	
MELTF	220043_s_at
MELTF	
CNIH3-AS1	
LINC02813	
MCRS1	
MCRS1	202556_s_at
LBR	201795_at
LBR	
DNAH14	
DLG1	217208_s_at
DLG1	202515_at
DLG1	202514_at
DLG1	202516_s_at
DLG1	
DLG1	215988_s_at
IL10RA	
IL10RA	204912_at
PRPF40B	
CAVIN3	213010_at
SMPD1	216230_x_at
SMPD1	209420_s_at
SMPD1	217171_at
DCDC2B	
DYRK3	210151_s_at
DYRK3	
NT5DC4	
TNFSF18	221371_at
MAP10	
PLPPR4	213496_at
RNU7-104P	
SOS1	
SOS1	212777_at
SOS1	212780_at
APBB1	202652_at
APBB1	
FAM186B	
TRIM67	
DOCK6	221794_at
DOCK6	55583_at
DOCK6	222003_s_at
DOCK6	
RNU6-834P	
POLR2KP1	
PARK7P1	
HIGD1AP9	
FMNL3	
FPGT	205140_at
FPGT	
LEXM	
RPRD2	212553_at
RPRD2	
NBPF19	213612_x_at
NBPF19	201104_x_at
NBPF19	201103_x_at
NBPF19	215434_x_at
NBPF19	
ARL6IP4	220597_s_at
ARL6IP4	218216_x_at
ARL6IP4	219246_s_at
DPP9	
TTN	208195_at
TTN	
TMEM88B	
NSUN4	
INSL5	221091_at
ZNF124	
ZNF124	206928_at
DNHD1	
OR6P1	
NBPF4	
FAM72C	
SLC2A7	
C1S	208747_s_at
C1S	
OR6K2	
EFNA2	208256_at
LCE4A	
ADAMTSL5	
LMNA	
LMNA	203411_s_at
LMNA	212086_x_at
LMNA	214213_x_at
LMNA	212089_at
TMEM9B-AS1	
NRIP3	219557_s_at
NRIP3	
AKR1B1P3	
RN7SL188P	
C11orf58	
C11orf58	201784_s_at
C11orf58	200084_at
RN7SKP90	
OR7E14P	217551_at
KCNK4	
HOXC13-AS	
HOXC13	219832_s_at
HOXC12	
HOXC11	206745_at
HOXC-AS3	
HOXC10	
HOXC10	218959_at
HOXC6	
HOXC6	206858_s_at
C11orf97	
PIWIL4	
MIR196A2	
HOXC-AS2	
HOXC9	
HOXC-AS1	
HOXC8	221350_at
MIR615	206739_at
HOTAIR	
ORAI1	
MYO1H	
FUT4	209892_at
FUT4	209893_s_at
LINC02700	
SPDYC	
NINJ2	219594_at
NINJ2	
RNU7-103P	
TSSC2	
TRPC2	215288_at
XNDC1N-ZNF705EP-ALG1L9P	
XNDC1CP	
INTS4	
LINC01772	
CROCCP3	215827_x_at
CROCCP3	219139_s_at
CROCCP3	
RNU1-1	
LINC01783	
RNU1-6P	
PDE4DIPP8	
MST1P2	216320_x_at
MST1P2	205614_x_at
MST1P2	213380_x_at
RNU1-3	
ACTRT2	
RPL23AP14	
MIR4251	
CBX3P4	
LDLRAD2	
FKBP4	200894_s_at
FKBP4	200895_s_at
FKBP4	
HSPG2	201655_s_at
HSPG2	201654_s_at
HSPG2	
MIR4797	
DLG1-AS1	
PLSCR2	
PLSCR2	207374_at
ITFG2	214148_at
ITFG2	220589_s_at
ITFG2	220590_at
ITFG2	
CELA3B	206151_x_at
CELA3B	
RNU7-10P	
PDCL3P3	
BALR6	
	210080_x_at
	206151_x_at
	219865_at
	211738_x_at
TBC1D5	201813_s_at
TBC1D5	201815_s_at
TBC1D5	201814_at
TBC1D5	
RN7SL386P	
RNU6-1022P	
CELA3A	210080_x_at
CELA3A	211738_x_at
CELA3A	
	215104_at
NRIP2	215104_at
NRIP2	
RN7SL186P	
RNU6-776P	
LINC01635	
TEX52	
LINC00339	219865_at
FOXM1	202580_x_at
FOXM1	
CDC42-AS1	
CDC42-IT1	
MPHOSPH6P1	
WNT4	208606_s_at
WNT4	
MIR4418	
	222281_s_at
RHEX	
MTRF1LP1	
ZW10	204812_at
ZW10	
AVPR1B	208260_at
AVPR1B-DT	
RPL22P4	
FAM72A	
RHNO1	
SRGAP2	
SRGAP2	213329_at
RPS29P19	
CLDN25	
ATF4P4	
TULP3	
TULP3	205854_at
TULP3	221964_at
LRRC37A13P	
RNU6-1107P	
KRT8P7	
NECTIN1	211845_at
NECTIN1	211846_s_at
NECTIN1	208455_at
NECTIN1	
RNU6-1123P	
NECTIN1-AS1	
NECTIN1-DT	
FLI1	211825_s_at
FLI1	210786_s_at
FLI1	204236_at
FLI1	
RNU6-670P	
VHL	203844_at
VHL	
EXOG	205521_at
EXOG	206902_s_at
EXOG	
EXOG	206903_at
RNU6-1315P	
TEAD4	41037_at
TEAD4	204281_at
TEAD4	
USP28	
IKBKE	214398_s_at
IKBKE	204549_at
MYO7B	
TSPAN9	220968_s_at
TSPAN9	205665_at
TSPAN9	
CAP1P1	
RNU6-386P	
VDAC1P7	
RNU6-217P	
ROBO2	
TSPAN9-IT1	
LINC02827	
LINC02417	
PRMT8	207772_s_at
RGPD2	201711_x_at
RNU6-174P	
CAPS2	
MIR6769B	
C1orf147	
RASSF5	
OR8G2P	
OR5AK3P	
OR5AK2	
MOB2	
EVX2	
MORN2	
RPL7AP20	
EIF2D	
EIF2D	218253_s_at
ST13P11	
CWC15	
ADGRF3	
KDM4D	220278_at
KDM4E	
SRSF8BP	
SRSF8	213152_s_at
SRSF8	214789_x_at
ENDOD1	212573_at
ENDOD1	212570_at
EIF1AXP1	201019_s_at
EIF1AXP1	201016_at
ESPNP	
BUD13P1	
SESN3	
CROCC	216419_at
CROCC	206274_s_at
CROCC	
UGT1A10	207126_x_at
UGT1A10	208596_s_at
UGT1A10	204532_x_at
UGT1A10	206094_x_at
UGT1A10	215125_s_at
UGT1A10	
RNU6-882P	
GATA2	209710_at
GATA2	210358_x_at
GATA2	
COQ10B	219397_at
COQ10B	
KDM4F	
BGLT3	
TRAF6	205558_at
VIT	
RAG1	206591_at
RAG1	
SMCO2	
RAG2	
RAG2	215117_at
IL17RC	64440_at
IL17RC	221926_s_at
IL17RC	
GSG1	221252_s_at
GSG1	
SLC22A10	
CROCCP4	
RNU1-4	
MST1L	216320_x_at
MST1L	213382_at
MST1L	205614_x_at
MST1L	215563_s_at
MST1L	213380_x_at
MST1L	
CHST1	205567_at
CHST1	
LINC02716	
SLC35C1	218485_s_at
SLC35C1	
CCDC141	
C11orf80	
C11orf80	204922_at
VASH2	
VASH2	219740_at
ASB18	
ASIC4	
ASIC4	221226_s_at
UNG	202330_s_at
UNG	
CYB5RL	220033_at
CYB5RL	
SULT6B1	
DNMT3A	218457_s_at
DNMT3A	
ATXN7L2	
RCE1	205333_s_at
RCE1	
CENPL	
OR8S1	
OGFOD2	44617_at
OGFOD2	219245_s_at
OGFOD2	219246_s_at
OGFOD2	
ZNF496	
PC	204476_s_at
PC	
RABGAP1L	
RABGAP1L	213982_s_at
RABGAP1L	215342_s_at
RABGAP1L	203020_at
MLPH	
MLPH	218211_s_at
OR5BS1P	
OASL	
OASL	205660_at
OASL	210797_s_at
POLE	216026_s_at
POLE	
LRFN4	
LRFN4	219491_at
RNU7-23P	
AMPD1	206121_at
AMPD1	
MIR3163	
C11orf86	
	64440_at
	221926_s_at
	203368_at
SLC37A4	
SLC6A1-AS1	
UBE2U	
COL6A5	
RNU6-1140P	
PRLH	221443_x_at
GPR161	206972_s_at
GPR161	206971_at
GPR161	214104_at
GPR161	
RAB17	218931_at
RAB17	
CD101	207167_at
RAB17-DT	
LCE1C	
MAPRE3	
MAPRE3	203841_x_at
MAPRE3	203842_s_at
MAPRE3	214270_s_at
H3-7	
NPL	
NPL	221210_s_at
DAG1	205417_s_at
