hgnc_symbol	affy_hg_u95e
NCAPD2	
C3orf36	
C3orf62	81253_at
PTCH2	73688_at
PTCH2	
MIR4271	
USP4	
KIF7	80317_at
KIF7	73617_at
KIF7	
RNU5E-6P	73688_at
MIR4752	
EIF2B3	
ARHGEF18	
MYO6	
	73350_at
CYP2A7	
RN7SL556P	
OCM	
MROH2B	
RPL3P4	
BCL11B	
FANCI	75018_at
FANCI	
LINC02649	
TNKS2-DT	
CCZ1	
LINC02642	
RNA5SP47	
CCNB1IP1P1	
PPIAP35	
MRPS17P1	
LINC00836	
LINC00836	74744_at
HECTD3	
BNC2	88484_at
BNC2	82623_at
BNC2	83923_at
BNC2	
BNC2	75569_s_at
MIR493HG	
MARCHF2	
MEG9	67502_at
MEG9	
LINC01374	
TSPAN14-AS1	
ATE1-AS1	
LINC00845	82716_at
LINC00845	
TINF2	71730_at
TMEM72-AS1	
SCARNA10	
GAPDH-DT	
GAPDH	
GAPDH	AFFX-HUMGAPDH/M33197_3_at
GAPDH	AFFX-HUMGAPDH/M33197_5_at
GAPDH	AFFX-HUMGAPDH/M33197_M_at
ZNF573	
C17orf67	
INMT-MINDY4	75484_at
INMT-MINDY4	
PARGP1	87164_at
PARGP1	76020_at
PARGP1	
DGKE	
MINDY4	75484_at
MINDY4	
UROD	
PDCD4-AS1	
CELF2-DT	
CNN2P3	
GXYLT1P6	
ADARB2-AS1	
GXYLT1P4	
LINC02944	75783_at
LINC02944	85329_at
LINC02944	
TXNDC11	
TXNDC11	79567_at
	89807_at
AQP1	
LARP4B	75672_at
LARP4B	
CUTALP	
CUTALP	90287_at
CUTALP	81381_at
TRIM25	
TRIM25	70996_at
C6	
HMGA1P4	84061_at
GHRHR	
LINC02913	
	88687_r_at
HSDL2-AS1	
LINC02975	
LINC01504	
MKNK2	
RHOA-IT1	
SMC2-DT	
TMEM44	
RN7SL847P	
	85792_at
EPC1-AS1	
RNU6-1244P	
	74725_at
CCDC7	
WDR45B	
	85071_r_at
PGM5P3-AS1	
PGM5P3-AS1	89807_at
UBQLN1-AS1	
LINC00092	
LINC03026	
OSTCP5	
GOLGA5P1	
NOL9	
RTBDN	
RFX3-DT	
SYBU-AS1	
DAB2	
HAGHL	
GAS1RR	
LINC01505	
ADCYAP1R1	
FAM90A8	
FAM90A17	
TAS1R1	
FAM90A18	
FAM90A19	
FAM90A14	
RNU6-244P	
ANKRD9	88910_at
FAM90A16	
RAB40B	
FAM90A10	
	AFFX-HUMGAPDH/M33197_5_st
	AFFX-HUMGAPDH/M33197_3_st
	AFFX-HUMGAPDH/M33197_M_st
ASH2L	
MIR4309	
LINC02323	
RN7SL546P	
NOP2	
RCOR1	
ZBTB48	
LINC01474	
ECE2	
LINC00963	90444_at
LINC00963	83241_at
LINC00963	83243_s_at
LINC00963	
LINC00963	86864_r_at
CMTM1	91084_at
CMTM1	
RPL23AP11	
RNU6-1316P	
AMN	91146_f_at
AMN	78473_at
AMN	87933_f_at
AMN	88112_at
AMN	87935_r_at
AMN	78159_s_at
AMN	
PLAAT3	
MIR4525	
FN3KRP	
HPN	
TP53AIP1	
LRRC8C	
LRRC8C	86568_at
TRAF3	
WDR74	
ZBTB40-IT1	
C1DP1	80643_at
EPHA8	
CASP7	
MIR31HG	
FN3K	
PRR19	74759_at
NUB1	
TLE1-DT	
EBLN3P	
MIR6127	
MIR4684	
LGALS8-AS1	
LINC02104	
VIRMA	81446_at
VIRMA	
CFAP53P1	
ZNF559	
RPL7P20	80387_s_at
RPLP0P9	
LINC01947	
HEATR1	
CDH3	
SNHG7	
TENM2-AS1	
TENM2	77546_at
TENM2	
	90690_r_at
FRG1HP	
FRG1HP	69718_r_at
DEUP1	
NPAS3	68135_at
NPAS3	82371_at
NPAS3	
MIR4483	
DCLRE1A	
GLIDR	
GLIDR	74116_at
GLIDR	89925_at
CDH3-AS1	
HSPE1P5	72987_f_at
CDH1	
PCBP4	
LINC02894	
ESRP1	
ERCC6L2-AS1	90040_at
ERCC6L2-AS1	
PLEKHS1	
C9	
SNRPD2	
CLCN3P1	
MARK2	84427_i_at
MARK2	84431_r_at
MARK2	
BANCR	
OR10H2	
TGFBR3L	
LINC01503	
TAS2R39	
GFY	
TAS2R40	
DAND5	
OR10H5	
GSTK1	
GSTK1	91434_at
GSTK1	76940_r_at
OR10H3	
RPSAP21	
MIR181A2HG	
OR7E24	
RPL35P1	
ZNF883	
ZNF883	91369_at
ZNF883	68755_at
MT1HL1	
OR1I1	
ARHGAP45	
RNU6-949P	
CHMP1AP1	
RNU6-424P	
RPEP3	
STX12	
CDC37L1-DT	69856_at
CDC37L1-DT	69858_at
TDRD1	
TDRD1	67477_at
BBS5	
BBS5	73240_r_at
PTPRD-AS1	
LINC01506	
RNU6-1245P	
F12	
PPP1R8	
	78931_at
TBP	
CYP4F33P	
ANKRD18A	90642_at
ANKRD18A	
RNU6-477P	
SPDL1	
LZTS2	
TMEM253	
KLHL41	
AKR1E2	
ANKRD18B	
ANKRD18B	90642_at
RNA5SP429	
FASTKD1	82711_at
FASTKD1	
FTLP14	
FLVCR2-AS1	
SCARNA1	
SNRPEP3	
FLRT2-AS1	
GP2	
THEMIS2	
TEX21P	
RNA5SP384	
RPS29	82813_at
RPS29	
TMEM139-AS1	
TMEM139	87768_at
TMEM139	73660_at
TMEM139	
SNX18P7	
CYP4F26P	90642_at
CYP4F26P	
TRBV20OR9-2	
NPAP1P6	
ANKRD20A7P	68782_f_at
ANKRD20A7P	
RPL32P29	
RN7SL1	
LRR1	
LRR1	70164_at
INSYN2B	
RPA2	
MIR378E	
CASP2	
DOCK2	
PPIG	
PPIG	83394_at
RNU6-599P	
SNX18P5	
CYP4F60P	
CNN2P4	
DPY19L4	
BICD2	
RHOQP1	87788_s_at
RPL36AL	
MGAT2	
AKR1C6P	
DNAAF2	
AKR1C1	
RHOV	
POLE2	
VPS18	
ECT2	74829_at
ECT2	
ANKRD19P	
PDE4DIPP9	
MIR3675	
RNU1-5P	
RNU1-2	
RN7SL535P	
DLL4	
RN7SL481P	
HINT1P1	
MFAP2	
FAM131B	
RNU6-714P	
EEF1DP2	79136_r_at
ZNF484	
NDUFAF6	67171_at
NDUFAF6	
NDUFAF6	70973_at
UMOD	80094_at
UMOD	
ISCA1P4	
CHAC1	
CHAC1	90592_at
INO80-AS1	
SNX18P2	
OR10H1	
ALOX15P2	
CYCSP2	
ATP13A2	90148_at
ATP13A2	
ANKRD16	72409_at
ANKRD16	
OR7A10	
NR2F6	
CIBAR1P1	
RN7SL497P	
INO80	
FGF7P4	
CNTNAP3P7	
FAM131B-AS1	
ADGRF5P2	
MEP1AP4	
LINC01501	
LINC01298	
CFAP418	
KLHDC2	
KLHDC2	81400_r_at
DIRAS2	
FBH1	
PDILT	
CSGALNACT1	
ODF3L2	
NECTIN2	
OR7E109P	
OR7E108P	
TDRD7	
ACSM5	
ACSM5	89977_at
CHD4	
NALT1	
TOMM40	
ANP32B	80591_s_at
ANP32B	
ACSM2A	
ACSM2A	70189_at
ACSM2A	69472_r_at
ACSM2A	88548_at
PRKAA1	
RNU6-918P	
NANS	
TAF1B	
TAF1B	71653_r_at
TRIM14	
TRIM14	83588_at
HRURF	
RPL37	68359_at
RPL37	
CORO2A	
SASH1	
APOE	
GRHL1	
TBC1D2	82402_at
TBC1D2	
SDHB	
DIO3OS	
DIO3OS	89277_at
SNORD72	
RNU6-162P	
CARD6	
TCAF1P1	
MMP25	
TCAF2C	
PDLIM2	
PDLIM2	86355_at
RNU7-161P	
RPL26P19	
C5orf67	70574_at
APOC1	
AKAP9	
MAP3K1	
PADI2	
C16orf92	
RCN2	
E2F3	
DIO3	
MRGPRX3	
OR5AN1	
RNU6-269P	
RNU6-1110P	
LINC02137	
OR51L1	
RNU6-103P	
SETD6	86013_at
SETD6	84504_at
SETD6	
APOC4	
OR8D4	
OR4S2	
OR4C6	
APOC4-APOC2	
PXT1	
OR8H2	
SETD9	
SETD9	87237_at
SETD9	87238_at
OR4D9	
APOC2	
MIR6854	
PSEN1	
BAK1	
PSMC3	
PIP5K1B	
CLPTM1	
RN7SL278P	
KRT8P23	
RCAN2	
TSPAN3	
RPL6P19	
CREB3L2-AS1	
KLF11	
DGKI	
	67970_at
KRT18P16	
MIR3661	
PPP2CA-DT	
CDKL3	75888_at
CDKL3	
RREB1	
RREB1	91014_at
RREB1	79831_at
RRM2	77842_at
RRM2	
IL15RA	
XRN1	
CNOT1	
	68361_at
CCN1	
PSTPIP1	
PABIR1	78103_at
PABIR1	83975_at
CICP13	
RNU6-1035P	
RNA5SP287	
SPATA31D5P	
UBE2B	
RNU6-791P	
HHIPL2	
SPATA31D4	
SPATA31D3	
SPATA31D2P	
STAG3	
STAG3	88945_at
STAG3	77591_at
SPATA31D1	80029_at
SPATA31D1	
RNU6-156P	
MIR1299	
TAF1A	
CDKN2AIPNL	
LINC02999	
EBF1	78945_at
EBF1	
ZNF563	
MIR4261	
RN7SL66P	
HPCAL1	
LINC01605	
ZNF442	
SMPD5	
RPS29P23	
TAF1A-AS1	88812_at
	84580_at
ZNF799	
FABP12	88108_at
MIA3	
ZNF443	
CHD7	74491_at
CHD7	77501_at
CHD7	89743_at
CHD7	
ZNF709	78879_at
ZNF709	
CCN6	
RNF145	
RNF145	86825_r_at
	78879_at
SNORA80B	
MTND2P40	
DNPEP-AS1	
MTCO1P27	
MTCO2P27	
MTATP6P27	
OR52N5	
PPIAP20	
SPEG	89680_at
SPEG	
OR56A4	
GCDH	
OR52A5	
OR8D1	
OR5B3	
MAP6	89625_at
MAP6	
CCPG1	
OR52A1	
OR5A2	
OR10G7	
OR52N1	
OR5B2	
IFITM3P8	
OR5M3	
PLEKHF2	88764_at
PLEKHF2	
OR8B8	
PDE7A-DT	
STARD10	78794_at
STARD10	
PRL	
PCMTD1-DT	84142_at
PCMTD1-DT	73384_at
PCMTD1-DT	
SLCO5A1-AS1	
SLCO5A1-AS1	68899_at
POPDC2	
CASC19	
SYCE2	
IDI1	
PRKN	86935_r_at
PRKN	
COMETT	
RNU6-165P	
HMGN1P32	
SEPTIN7P8	
CD47	
CD47	87790_at
MIR371A	
LINC01932	
MIR371B	
MIR372	79610_at
MIR373	79610_at
	79610_at
UBLCP1	71671_r_at
UBLCP1	
MYADM-AS1	
FAM126A	
FAM126A	87442_r_at
FAM126A	87440_i_at
AIDA	
MYADM	
LINC02935	
RPS15AP30	
RNU7-165P	
TCF7L2	
COX17	
KLHL7-DT	85886_at
PIERCE2	
AK3P3	87286_at
ASIC4-AS1	
GPR85	83293_at
GPR85	
RNU4ATAC2P	
LINC01845	
MIR3132	
BROX	73904_at
BROX	
CACNA2D2	
RAB27A	
RAB27A	68324_at
IL12B	
OBSL1	84895_at
OBSL1	
OBSL1	90577_at
PRKCG	
NUDT1	
PCAT1	75758_i_at
PCAT1	75761_r_at
PCAT1	
VWA8P1	
RN7SKP251	
LINC02198	
SUMO2P4	
SLC30A5	
CASP4	
CASP4	75203_r_at
LINC02055	
DDX56	
LNCOC1	
NDUFB1P2	
TLR5	
BCL2L2-PABPN1	
CDC42BPB	
CDC42BPB	76027_at
SNORA50D	
CCNB1	
CACNG7	
ERMAP	
GOLGA8Q	89519_f_at
INHA	
CASP5	
RN7SKP213	
STK11IP	
CACNG8	
MIR935	
CACNG6	
FAM98B	76516_at
LINC03024	83642_at
CFAP418-AS1	
TIMD4	
SNORA46	
SNORA50A	
RASGRP1	
SLC38A7	
RNASE2CP	
ZNF691	
	67645_at
APOOP1	
MED7	83158_at
MED7	
CCDC26	
	75266_at
GARIN3	
LINC02321	
MKRN8P	
ATP6V1E1P1	
ATP6V0CP4	81122_at
CSNK1G3	87730_at
CSNK1G3	75730_at
CSNK1G3	
LINC01220	
RNU6-880P	
SLC4A3	
DISP1	
ARRDC2	
ZNF750	
GOT2	
CASP1P2	
CARD17	
LINC02298	
CASP1P1	
OR2AL1P	
EIF4H	
FZR1	78663_r_at
FZR1	
PTGES3L	
LINC01146	81531_at
LINC01146	
HAUS4P1	
GORAB-AS1	
GAPDHP58	
HSD3B1	
RNF139-DT	
GAPDHP32	
HSD3BP3	
GAPDHP27	
ZFHX4-AS1	
HSD3BP4	
GAPDHP33	
LINC00622	
HSD3BP5	
ZNF697	
PDK2	87983_at
PDK2	
RNU6-1155P	
RN7SL143P	
GEMIN8P2	
RPL12P36	
HMGCS2	
RBL2	
LINC00968	
SLC29A4	
REG4	
DNAJB6P3	
LINC02832	
RPL23P4	
SNORA70B	
RPS29P10	
ITK	
RNU6-1145P	
RIPK2-DT	
RIPK2-DT	90341_at
SDC1	
RPGRIP1L	
ELMO1	
DRG1P1	
RNU7-113P	
SLC7A15P	
RNA5SP86	
RHOB	
NBPF7P	
PFN1P9	
NOTCH2P1	
RPL5P7	
ADAM30	
LINC01960	
RPSAP24	
VPS13B-DT	
C7	74002_at
C7	
C7	79651_at
OLA1	
SDAD1P1	
SDAD1P1	85462_at
	70731_at
VIRMA-DT	
PHGDH	
THOC3	
ZNF252P	
ZNF252P	75942_at
SAMD14	
LINC01588	
LINC01588	84995_at
THOC3-AS1	
	85188_at
	73761_at
MIR124-2HG	
SIMC1	91203_at
SIMC1	
MFSD12	
MFSD12	89776_at
C2CD2L	
ARIH2	
LINC01301	
PPP1R9B	70964_at
PPP1R9B	
RN7SL65P	
LRRC2P1	
LINC01269	
HNRNPA1P39	
LINC01305	
CLDN4	
SP9	
SAMD4A-AS1	
CIR1	
LINC02301	
OR9A4	
GIMAP5	
COL1A1	
LINC01607	
	82142_at
DCTN6-DT	
TCL6	
TCL6	73421_at
TCL6	67800_f_at
YTHDF3-DT	84034_at
LRRD1	
SCRN3	
SCRN3	90970_at
ATXN7L1	76087_at
ATXN7L1	
BRCC3P1	
LINC01151	
KIAA1191	91544_at
KIAA1191	
LINC00861	
	78873_at
	79607_at
ASAH1-AS1	
MAP3K9-DT	
TUBB3	
BAALC-AS1	
BAALC-AS1	70614_at
LINC02325	
RPA3P1	
RNU6-5P	
FAM83A-AS1	
PRMT5-DT	
GOLGA8J	
HINFP	
SCARNA11	
YAF2	
LINC00639	
LANCL2	89239_at
LANCL2	
ARL10	86386_at
ARL10	86388_at
ARL10	
MIR1271	
NOP16	
HMG20B	
GOLGA8T	
GIGYF2	
ADAT1	90310_r_at
ADAT1	85932_at
ADAT1	79002_at
ADAT1	
LINC02249	
KMT2C	76315_at
KMT2C	67028_at
KMT2C	
KMT2C	67348_at
RN7SL196P	
ARHGAP11B	
ARHGAP11B	81718_at
ARHGAP11B	70247_at
INSRR	
HIGD2A	
ABCG4	
LINC02328	
RN7SL346P	
CLTB	
TTLL13	
PVT1	
SUMO2P7	
ANAPC13	
PPHLN1	
RN7SL831P	
NDUFS5P2	
RPL7P9	80387_s_at
TMEM92	74940_at
TMEM92	87456_at
DICER1-AS1	
RN7SKP270	
NGF-AS1	
LRRC47	
SNHG10	
RN7SL736P	
CNGB1	
FAF2	
SPPL2A	
MIR367	90207_at
MIR302D	90207_at
MIR302A	
TMEM92-AS1	
MIR302C	
MIR302B	
OSTCP4	
RN7SL574P	
AMOTL2	
XYLT2	
GET1P1	
ARSJ	
GIPC3	
UNC5A	88651_at
UNC5A	
SH3TC1	
SH3TC1	77154_at
SH3TC1	90522_at
CCDC124	
NLRX1	
HK3	
C19orf71	74799_at
LINC00239	
MRPL27	
SRMP2	
FKBP8	
TRMT5	
RNU6-398P	
EME1	
SLC38A6	85325_at
SLC38A6	
SLC41A3	
UIMC1	
SMOC2	
LRRC59	
ST20	
RPL7P46	
RSPRY1	
RNA5SP396	
RHAG	
GCNT3	
GCNT3	77751_at
SGCA	
GTF2A2	
DMP1	
ZNF346	
ZNF346	69159_at
LITAF	
SPP1	
PIGHP1	
RPS3AP6	
	91132_g_at
	91130_at
CCDC32	
CCDC32	91134_at
ZNF346-IT1	
FAM193B-DT	
PDZD3	
TMED9	88063_s_at
TMED9	87077_at
TMED9	
TBC1D3P2	91373_at
GRIN2A	
SLC16A10	74088_at
SLC16A10	
LYZL2	
KXD1	
CNPY3	
SVIL2P	
USP32P4	
LINC02644	
DDX10P1	
ZNF518A	75552_at
ZNF518A	
TMEM30B	89109_at
EFCAB3	
SRP54-AS1	
B4GALT7	
KLHDC3	
BLNK	
BLNK	82175_at
MINCR	
FAM177A1	
RNU6-516P	
RPUSD2	84757_at
RPUSD2	78257_at
ST3GAL1-DT	
DENND3-AS1	
BAALC-AS2	
RNU7-52P	
RPS23P7	
KNL1	
METTL2A	91386_at
METTL2A	78996_at
METTL2A	67359_i_at
METTL2A	
OR1X5P	
NGDN	
RNU6-241P	
CICP20	
ZCRB1	
RNU6-326P	
IGFBP1	
N4BP3	
	76598_at
LINC01290	
RNU6-262P	
MCPH1-DT	
MCPH1-DT	83672_at
EMP2	
MCAM	87991_at
MCAM	
MRC2	
LACTB2-AS1	
RMND5B	
UBA52	
MYB	
TOX-DT	
TMEM108	
C16orf82	91811_at
ZNF319	76579_at
ZNF319	
ZNF688	
ZNF688	82265_at
SNHG6	
IGFBP3	
WFS1	
CENPN	81159_at
CENPN	
MIR7851	
RNU6-249P	
RN7SL376P	
RAD51-AS1	
IFFO1	AFFX-HUMGAPDH/M33197_3_st
IFFO1	AFFX-HUMGAPDH/M33197_M_st
IFFO1	
PKM	
PKM	85992_at
VTA1P2	
SLC12A8	
IARS2P1	
SOX5P1	
CNBD1	
FTLP15	
TTC4P1	
DPY19L1P2	
RPL7AP78	
FKBP9	
GMCL2	
HNRNPAB	
CYRIB	
CYRIB	85096_r_at
RNU6-446P	
MIR6756	
AFF1	
CNEP1R1	
GRK2	
TLK2	
CRLF1	
RNU6-388P	
NT5C3A	
PHYKPL	
PHYKPL	88050_at
REX1BD	
TMEM233	
ITPRIPL2	
ITPRIPL2	81533_at
OPA1	
FGF5	
RN7SKP197	
PRDM7	
PRKAB1	
TMEM59L	
ADH7	
PLEKHG4	
RPS29P14	
RN7SL505P	
RNA5SP229	
RP9	
ANKRD13D	83958_at
ANKRD13D	
CIT	
CIT	68856_r_at
ZNF138	
RN7SL155P	
ZNF69	
YIPF7	69652_at
YIPF7	
ZNF700	80888_at
NPFFR2	
	80888_at
SEPHS1P1	
EEF1DP4	
FAM153A	
ZNF763	
GARIN1A	81477_at
GARIN1A	
GARIN1A	81166_at
DENND4B	
HTT	
ZNF433-AS1	88440_at
ZNF433-AS1	
OTUD1	
KIAA1217	74697_at
KIAA1217	90531_at
KIAA1217	
KIAA1217	83967_at
IGHV4OR15-8	
IGHV1OR15-4	
LHFPL3	
MIR1268A	
	88440_at
RNA5SP464	
RNA5SP465	
RNA5SP466	
EIF4BP6	
	81989_at
LHFPL3-AS1	
ZNF788P	
ZNF20	
SSH3	
LHFPL3-AS2	81795_at
LHFPL3-AS2	
RN7SL8P	
RN7SL545P	
SLC25A40	
HERC2P7	82345_at
RSL24D1P8	
RNA5SP467	
ZNF625-ZNF20	
	81178_at
	81180_at
GNPTG	
CRTC2	
ZNF625	81178_at
ZNF625	
VN2R19P	
RPS16P9	
GOLGA8IP	89519_f_at
KLC3	
RN7SL495P	
ODF3L1	75559_at
DBF4	
DNM1P35	
PPIAP47	
CCT6P2	
EEF1A1P13	
MIR4313	
GOLGA6EP	
RBBP4P1	
MIR4637	
OTULIN	
OTULIN	87480_at
RN7SL319P	
DNM1P49	
RNU6-1232P	
EEF1B2P2	
UBE2Q2	
LINC02219	
NHP2	
PPP1R13L	
RAD9A	88802_at
RAD9A	
MIR6737	
ACSM2B	79948_at
ACSM2B	70189_at
ACSM2B	
ACSM2B	69472_r_at
ACSM2B	85676_at
HAVCR2	75648_at
HAVCR2	
SRI	
CREB3L4	
FAM153CP	
SHC1P2	
SLC4A1	
MIR6752	
PITPNM1	
RN7SL510P	
FBXO22	
SRI-AS1	
POLR1G	
STEAP4	
EEF1B2P7	
ERCC2	
KCNJ13	
KLHL5	
NGEF	
ADAM22	
JTB	
NRG4	
ACSM5P1	
ACSM3	
ADH5	
	73014_s_at
RAB13	73014_s_at
RN7SL507P	
RUNDC3A-AS1	
RNU6-453P	
NEU2	
RUNDC3A	
H3P6	73099_at
CHRNA1	
RPS27	
CDK2AP2	
THUMPD1	
RNU6-179P	
RPS7P2	
MIR5698	
C1orf52	86912_at
C1orf52	
NUP35P1	
	75908_at
MIR603	
RPL23P11	
LINC02629	
ETFA	
PARD3	83217_at
PARD3	
BCL10-AS1	
RNU6-944P	
CABP2	
REXO5	
SLC25A39	
CEP104	69477_at
CEP104	
CEP104	69885_r_at
RCHY1	
ARL5A	
ARL5A	72669_at
GSTP1	
MIR1178	
RPL35AP30	
MLF2	
NPLP1	
NDUFV1-DT	
DHX57	
DHX57	89689_at
NDUFV1	
ACSM1	
ASS1P2	
RNU6-851P	
RN7SL96P	
SOS1-IT1	
RNU6-198P	
HSPE1P13	
ZNF649-AS1	84755_at
FNBP1P1	
BOLA3	
ZNF649	89209_r_at
ZNF649	
GRN	
GRN	80389_at
ABAT	
ABAT	68707_at
MOB1A	
ZNF613	
PHB2	
MTHFD2	
MTHFD2	76513_at
PIK3R1	73148_at
PIK3R1	73150_g_at
PIK3R1	77475_at
PIK3R1	
ZNF350	
C4orf54	
UGT2B17	
DFFB	
DNM2	
DNM2	87853_at
NUDT8	86370_at
TACC3	
ACY3	88840_at
RPL37P2	
UNC93B5	
NFYB	72474_at
NFYB	
OR7E145P	
OR7E11P	
EVA1CP4	
SLC22A6	
FAM171A2	83462_r_at
FAM171A2	
RNA5SP370	
LINC02385	
RPL18AP3	
EID3	
RNFT2	
USP37	
RPL7L1P5	
OR13Z1P	
ITGA2B	
OR13Z2P	
OR13Z3P	
ACP6	
OR1M1	
OR7G1	
OR7G15P	
RN7SL743P	
OR7G3	
RNU7-63P	
ZNF317	
TMEM186	
HMGA2	
HMGA2	69224_at
CXCL13	
CARHSP1	88072_at
CARHSP1	
TRIML2	
SLC22A8	
RN7SL258P	
OR7D2	
ELOCP29	
OR7E16P	
OR7E25P	
OR7D4	
CIC	
RN7SL654P	
C1orf21-DT	
C1orf21	87927_at
C1orf21	
GOLGA8S	89519_f_at
PRKG2	
CNOT2	
CNOT2	90977_at
GOLGA8A	
GOLGA8A	80679_r_at
GOLGA8A	80678_f_at
GSAP	
TUBAP7	
RPL29P22	
CCND2P1	
SLC22A9	
GPR156	
KCNAB1	
TRIM5	
ADGRL3	
CARHSP1-DT	
USP7-AS1	
	78853_at
RNU6-430P	
MRPL28	
NOP10	91722_at
RN7SKP38	
CNOT9	
CPLX2	
MEIS2	
PLEKHF1	
GCNT1P5	
OR7A17	
PTPN12	
OR7A18P	
DMPK	
MRPL57P1	
HSPA6	
RPS23P10	
HSPA7	
RPS23P9	
RPL31P11	
PROK1	90348_at
FAM153B	
PGAP6	
CYMP	
CYMP-AS1	
KCNA10	
ARFIP2	
NRBF2P3	
OR11I1P	
KCNA2	
RNU6-136P	
PLCD4	84328_at
PLCD4	
NWD1	
LINC02774	
RN7SL148P	
RUSC1-AS1	
NME4	
MIR555	
RNU6-106P	
ASH1L-IT1	
RNU6-1297P	
POU5F1P4	
DAP3P1	
	68335_at
PWWP2A	87231_at
PWWP2A	81224_at
PWWP2A	
FDPS	
TIMM10B	
PTCD2	
ELOBP4	
RPL37P18	
	78813_f_at
RPS12P16	
PARD3-DT	
SS18L2P1	
TPP1	
CGGBP1	83666_at
CGGBP1	
RNU6-847P	
RNU6-193P	
PRDX2P2	
ANKRD30A	
BCS1L	
FERD3L	
CYREN	
ZNF654	81321_at
FAM245B	
RNU6ATAC6P	
AGAP13P	
FAM21EP	
SCN5A	
CNNM1	
VAMP1	
RNF14P4	
TMEM140	
	86133_at
	67362_f_at
	82359_at
SIN3B	
SIN3B	90024_at
MIR378J	
WDR91	
GOT1	
GPSM2	
AFAP1L2	68763_at
AFAP1L2	77948_at
AFAP1L2	
HNRNPA1	78639_at
HNRNPA1	
RNU6-489P	
ERAL1	
MT1G	
YBX1P5	
ZNF366	83811_at
DAPK2	86878_at
DAPK2	
TLE7	
LINC02056	
RNF25	
GPX3	
ZNF19	
MIR6509	
SLC23A4P	
TMEM106B	
TMEM106B	91804_at
TMEM106B	85780_at
TMEM106B	83825_at
F2RL3	
RN7SL384P	
MIR451A	
TNIP1	
MIR451B	
RPL5P25	
MIR144	
MIR4732	
FLOT2	
OPTN	
SNURF	
CPAMD8	88675_at
CPAMD8	
STK36	
PAK6	
SSBL5P	
TAS2R2P	
CHST4	
OR2A3P	
OR2AO1P	
OR2A42	
OR2A20P	90228_i_at
OR2A20P	90230_r_at
RNU6-1061P	
TAT-AS1	84481_at
TAT	
ARHGEF35-AS1	
RN7SL835P	
RN7SL823P	
HAUS8	
	90228_i_at
	90230_r_at
ARHGEF34P	
OR2A9P	90228_i_at
OR2A9P	90230_r_at
OR2A1-AS1	
MARVELD3	
MARVELD3	82908_at
RNU6-145P	
MIR4450	
MIR548AH	
PHLPP2	
SGMS2	
OR2A1	
RN7SKP247	
DYNLT4	
RNU1-114P	
RNVU1-17	
RNVU1-23	
RNVU1-18	
FAM91A3P	75593_at
LINC02591	77399_at
RNU1-143P	
PDE4DIPP3	
KIAA1109	69841_g_at
KIAA1109	83903_at
KIAA1109	69844_at
KIAA1109	
KIAA1109	69839_at
DHRS13	
FCGR1CP	
H2BP2	
RPL22P5	
SRGAP2D	
IGKV1OR1-1	
SNRPGP5	
BTBD7P1	
RPL36AP36	
MCM10	76057_f_at
MCM10	69475_at
MCM10	
KCNK2	
OR10A4	
FADS2	
CBARP-DT	
ATP5F1D	
IRAIN	
VPS13C-DT	
TTLL4	
C2CD4A	
PHF12	89030_at
PHF12	
NPM1P47	
C2CD4B	90475_r_at
PPIAP83	
RNU6ATAC40P	
RNU6-208P	
OR2A25	
SNORA70D	
OR2A41P	
OR2A12	
GOLGA2P11	
AP1G1	
OR2A15P	
OR2A13P	
RBM33-DT	
MIR8067	
MIR1272	
PIF1	
RBM33	
SCN1B	
RO60	
RNU6-6P	
UCMA	
TRMT112	
SHH	70121_at
SHH	
SHISA7	
PHYH	
KICS2	81330_at
KICS2	
ZNF180	76649_at
ZNF180	
CYP27A1	
RNU6-1009P	
RNU5A-7P	
CREBZF	
C12orf56	69209_at
C12orf56	
LINC00244	
RNF32	
	67794_at
PLEKHO2	
OR4D10	
NCR3LG1	89122_s_at
NCR3LG1	
FDXR	
	89122_s_at
SDHCP4	
MIR9500	
RPL23AP31	
ZBTB16	87998_at
ZBTB16	83008_at
ZBTB16	90494_at
ZBTB16	
MIR4439	
DIRC1	
ANKDD1A	88486_at
ANKDD1A	
NFU1	
OOEPP2	
ATP6V1E1P3	
XPOT	
RBISP1	
PNMA8C	
ZNF438	
USH1C	
FXYD3	
RNA5SP302	
SUV39H2	89683_at
SUV39H2	
GOLGA8K	89519_f_at
GOLGA8K	
CASQ2	
RN7SL604P	
SNORA36C	
RPL36AP16	
B3GALNT1P1	
SYT6	
RNF32-AS1	
ZNF142	
RASSF3-DT	
LMBR1	
MIR548Z	
MIR548C	
ULK4P1	72919_at
ULK4P1	
	73316_at
MEIG1	74396_at
MEIG1	74398_at
MEIG1	
DCTN2	
ASB9P1	
OR7E110P	
CHASERR	
OR7E26P	
OR7E115P	
DCLRE1CP1	
DCLRE1C	
	72228_at
	75291_at
	72230_g_at
TSACC	73271_at
TSACC	90205_at
CHD2	72230_g_at
CHD2	
CHD2	91713_at
CHD2	75291_at
CHD2	85176_at
CACNB4	
TP63	
CFAP57	
OR7E103P	
UNC93B4	78054_at
OR7E99P	
OR7E43P	
OTOP1	
OLFM2	
TMEM128	
ZBTB49	
OTOG	
RNU4-31P	
NOM1	72456_r_at
NOM1	
FADS6	
USH1G	
MNX1	
STX18	
STX18	78425_at
OTOP2	
EBNA1BP2	
DIABLO	85778_at
DIABLO	
