hgnc_symbol	affy_hg_u95c
EGFR-AS1	66515_at
PRKAG2-AS1	58480_at
PRKAG2-AS1	
VEZT	
VEZT	60811_at
SELENOK	53778_r_at
SELENOK	65735_at
SELENOK	60639_at
SELENOK	
TCF3	
HASPIN	
	60346_at
SCAP	
SCAP	63096_at
SOCS3	49140_at
SOCS3	
RN7SL236P	
PGS1	
IZUMO1R	
NCOA1	
NCOA1	65715_at
NCAPD3	
RPS3AP2	
PTX4	
TELO2	
RNVU1-30	
FAM91A2P	
PDE4DIPP7	
RNU1-68P	
PRKAR1B-AS1	
	53934_at
H3C13	
SNHG15	
H2BC19P	63460_at
H2BC19P	64060_at
H2BC20P	
H2AC20	
H2AC21	
BOLA1	
BOLA1	65428_at
SV2A	
TMEM235	
SHISA5	
	58081_at
NEK4P2	
RNASEH1P2	
SLC12A9-AS1	
CCDC144A	
NSUN5P1	
CLCN7	60860_f_at
CLCN7	60950_f_at
CLCN7	64272_at
CLCN7	
SF3B4	
FCGR1A	53936_at
FCGR1A	
AIMP1P2	
MAP2	
RPL34P6	
GPR25	
MROH3P	
SBDSP1	
RNU6-704P	
CCDC174	
KIF21B	
PPP1R9A-AS1	
PSMG3-AS1	
TP53TG1	
RNU6-405P	
RN7SL620P	
UPF3AP1	
USP32P1	
MIR4747	
RNU6-1223P	
FUT3	
PMS2P1	
SRP68P1	
PHF7	62696_at
PHF7	
FAM106C	
NOS2P4	
RN7SL150P	
KRT16P6	
SUNO1	
WDR88	
KRT16P2	
KRT17P1	
KRT17P4	
LRP3	
CES4A	62700_at
CES4A	62922_at
MDM2	64993_r_at
MDM2	64992_i_at
MDM2	62280_at
MDM2	61888_at
MDM2	
COTL1P1	
SLC7A10	
LINC01974	
GOSR2-DT	
RNU6ATAC3P	
GOSR2	
WDR6	65968_at
WDR6	64424_at
WDR6	65969_g_at
WDR6	
CEBPA	61119_at
C2orf81	
CEBPA-DT	
RPS3AP50	
LINC01004	
LINC01004	58881_r_at
LINC01004	61805_at
AKR1B1P7	
FAM126B	
CEBPG	
LINC-PINT	
	66915_at
RPL21P131	
OAZ1	
FAHD1	
TMEM9	65741_at
TMEM9	
NUDT16L1	
LITAFD	
PRSS41	
TP53TG3B	64690_s_at
STAG3L4	
TKT	
TKT	59913_at
TP53TG3C	64690_s_at
PEAK3	
PROC	
LINGO3	
TP53TG3D	64690_s_at
PRODH2	
PRODH2	56066_at
MAGI2-AS3	
MAGI2-AS3	53724_at
MAGI2-AS3	64203_at
TP53TG3E	64690_s_at
DHCR7	
NPIPB5	
NPIPB5	63430_at
PET100	
IGFN1	64640_at
IGFN1	
STXBP2	
MIR4783	
IWS1	
ABHD14A	
PRSS53	
CACNA1S	
PMS2P4	
CHST13	
PABPN1L	
CIP2A	
LIMS2	
TP53TG3	64690_s_at
NPIPA8	60465_f_at
CPHXL2	
DOK4	
MIR5089	
RPRML	
LRRC37A17P	
PEPD	
RN7SL270P	
CRBN	
CRBN	65753_at
CRBN	65754_g_at
CDC27	63407_at
CDC27	65511_at
CDC27	
PDGFA-DT	
NFE4	
APTR	53623_at
APTR	
PTPRN2-AS1	
FOXRED1	65456_at
FOXRED1	
MUC12-AS1	
COBL	
NEDD8P1	
SAMD13	
LINC02005	
NPIPB2	63725_f_at
NPIPB2	63726_r_at
NPIPB2	62318_r_at
NPIPB2	
LINC02047	
AKR1B1P2	
CNTN3	57411_at
CNTN3	
TSPAN4	
TP53TG3F	64690_s_at
UOX	
NPIPB7	
RNA5SP75	
NQO1	
TMEM81	
NIPA2P2	
MTR	
RN7SL294P	
MIR4444-2	
HNRNPA3P6	
MYLKP1	
KRTAP4-3	
KRTAP4-2	
KRTAP4-1	
LEKR1	
KRTAP4-17P	
KRTAP9-1	
KRTAP9-8	
PPM1E	
OR6C1	
ACSM4	
ADPRH	
RAD51C	
NQO1-DT	
ACACB	
ACACB	55339_at
NOB1	
RNU6-1304P	
RPL7L1P2	
SRP9	
CICP17	
CYP3A7-CYP3A51P	
DNAH12	
LEFTY3P	
TMEM63A	
OR2AE1	
DUS4L-BCAP29	63534_at
DUS4L-BCAP29	64227_at
NFAT5	
BCAP29	63534_at
BCAP29	64227_at
RNU6-288P	
ITIH3	
STRADA	
STRADA	64413_at
FAM187B	
FAM187B2P	
GPR17	
LEFTY1	
USF2	
TAF10	65408_f_at
TAF10	65407_f_at
TAF10	
MIR6741	
LEFTY2	
ALMS1	
ALMS1	63114_at
NDUFA3P3	
EPHX1	59694_at
EPHX1	
TMEM216	
SLC26A4-AS1	
CBLL1-AS1	
NECAP1P1	
GPR141	
DENND2B	
EPDR1	64397_at
EPDR1	
GPR141BP	
HDAC4	
TARDBP	
NME8	
POLR2H	
HAMP	
MIR6133	
MAG	
POU6F1	56814_at
POU6F1	
COX5BP3	
RPS3AP27	
EXOC4	
EXOC4	65043_at
CNOT10	
EIF2S3B	
BLOC1S1	
CA5A	
CLEC1B	
SPEGNB	
SNRPEP5	
ID2	64354_f_at
ID2	
H4-16	
LINC02182	
C12orf42	
BANP	
MBOAT2	
LSR	
SRM	
HMGB1P25	
KCNE4	
MST1	
KIDINS220	
KIDINS220	66878_r_at
EXOSC10	
UTS2B	60180_r_at
UTS2B	
RNA5SP428	
LINC00920	61862_at
MTOR-AS1	
STX2	62422_at
STX2	
BEAN1	
SLC25A26	
RNU6-537P	
SYF2	
USP7	
CEACAM5	
RSRP1	
	58221_at
RNU6-1077P	
RAN	
CEACAM6	
CEACAM3	
RHD	
HNRNPA1P52	
SNORA6	
LYPD4	
SNORA62	
NFU1P1	
MOBP	
MOBP	52772_at
MOBP	57664_at
DMRTC2	
RPS19	
SBF2	
MED12L	
MED12L	52367_at
RIMBP2	
RIMBP2	63895_at
MIR6797	
ERFL	
RABAC1	
YIPF4	61925_at
YIPF4	
BIRC6-AS1	
	53260_at
MIR558	
BIRC6-AS2	
TTC27	
TTC27	64063_at
ATP1A3	
MIR4765	
LINC00486	
BOLA2	
BOLA2-SMG1P6	
BOLA2-SMG1P6	63057_at
CCDC47	48626_at
CCDC47	63405_at
CCDC47	63615_at
CCDC47	
RXYLT1	
SETD2	
NUTF2	
RXYLT1-AS1	
PABPC1P4	
KDM2B-DT	
RSL1D1-DT	
MORN3	
DDX42	
TMEM120B	
TMEM120B	58489_at
SMG1P5	
AFG3L1P	
RHOF	57810_at
RHOF	
ASCL3	
OR51F1	
LINC01089	64483_at
LINC01089	
FTSJ3	
CD2BP2-DT	
CD79A	
HTR3C	
TMEM231P1	
HTR3C2P	
HTR3E-AS1	
HTR3E	
BCL2L12	
AGAP2	59957_r_at
AGAP2	59956_s_at
AGAP2	
RNA5SP350	
LINC02550	
	61521_at
RPS17P15	
C11orf53	
COLCA1	64678_at
COLCA1	
PSMC5	
COLCA2	
RPS2P39	
ABCC6P1	
MIR26A2	
DDX10	
BICDL1	
HSP90AA5P	
EIF2B5-DT	
ABCF3	
SMG1P1	
RAB35	
LINC01595	
DNASE2	
RNF26	64066_at
C1QTNF5	
GCN1	
MFRP	
MIR7974	
RN7SL833P	
ELOF1	
TCAM1P	
RRN3P1	
CSH2	
USP2	56580_at
USP2	
LINC02185	
ARHGEF1	
ARHGEF1	65229_at
FOXC2-AS1	
LINC01569	
LINC01572	
LINC01572	59887_r_at
GH2	
SETD5	
LINC02192	
SMG1P3	
MIR4498	
THY1	50002_at
THY1	
RPLP0	57261_f_at
RPLP0	
ZNF385C	53639_at
ZNF385C	
ATP2A1-AS1	
CRNDE	
SMARCD2	
THY1-AS1	
DUXAP5	
CCDC153	
MYEOV	54748_at
MYEOV	
USP40	
USP40	52359_at
IFITM9P	
LINC02956	
LINC02952	
LINC01488	56478_at
CCND1	
SNAI3-AS1	
LINC02195	
MAFTRR	
LTO1	
MMP25-AS1	
NEB	
RUSF1-DT	
ZFHX3-AS1	57643_at
ZFHX3-AS1	
ZFHX3-AS1	51454_at
LRRC29	
FGF19	
RNU6-1192P	
DNAJB6P5	
FGF4	
SETP16	
CXCR5	
MT1DP	
NUP93-DT	
BCL9L	61263_at
BCL9L	
DNAJA2-DT	
PXN	
ERVK13-1	
MIR4492	
UPK2	
RN7SL688P	
SDHDP6	
TMEM50A	48821_at
TMEM50A	
RNA5SP439	
MPHOSPH10P1	
MT1L	
HMBS	
LCMT1-AS1	
MACO1	
YPEL3-DT	
RPSAP31	
MIR4448	
CYP2AB1P	
ABCC5	
C16orf95-DT	
ZNF778-DT	
CDIPTOSP	
TSEN15	
SNHG9	
MBTPS1-DT	
SNHG19	63318_at
SNHG19	
ZNF213-AS1	
LRRC71	
COG4	
MIR765	64412_at
RN7SL612P	
NTRK1	
RPS20P31	
NME2P1	
RNU4-2	
RNU4-1	
HTR1DP1	
LINC00942	
WNT5B	
WNT5B	61330_at
WNT5B	58787_at
WNT5B	66142_s_at
WNT5B	61292_s_at
CRX	
FBXL14	
ERC1	
TPRX1	
FCHO1	
MOGS	
TP53	
FMN2	
ABCC5-AS1	
EEF1A1P8	
HTR3D	
IL1R2	
CLEC16A	
DVL3	
BHLHE41	61710_g_at
BHLHE41	60112_at
BHLHE41	61709_at
BHLHE41	61711_at
RASSF8	66553_at
RASSF8	
RASSF8	61047_at
GREM2	
WDR12	62554_at
WDR12	
RNU5F-8P	
AP2M1	
MUC19	
PSMA2P3	
DAZAP2P1	
SUMO1	
AVIL	
SLC22A25	
CELF1	
ADAMTSL4	
RNU6-700P	
GOT2P3	
	58338_at
CLEC2D	
TERC	
ACTRT3	
RPL39P14	
NOP58	
MYNN	61024_at
MYNN	
LRRC34	60969_at
LRRC34	
PTP4A2	
NPM1P7	
LINC02390	
CD69	
SNORD70	
SNORD70B	
SNORD11B	
SNORD11	
RN7SL753P	
PIMREGP1	
RN7SL40P	
BMPR2	53744_at
BMPR2	51825_r_at
BMPR2	
SMIM38	
MS4A1	
MS4A1	48672_at
MS4A1	66914_at
GCNAP1	
LRRC31	
KLRF1	
FNBP1L	
KRT18P43	
SAMD7	
ZFYVE9	
H3P8	
RPL13AP12	
GLYATL1	
GLYATL1	64116_at
MTCO1P17	
MTCO2P17	
MTATP6P17	
CLEC2B	
MTCO3P17	
MTND3P17	
MTND4LP17	
MTND4P30	
MTCO1P54	
KLRF2	
FAM117B	
CLEC2A	
SEC62	
CLEC12A-AS1	
CLEC12A	61926_at
CLEC12A	
SPTBN1-AS2	
EML6-AS1	
RNU7-81P	
TTC39DP	
ZNF512	
PDPN	
SMIM35	
MIR3164	
TMEM138	
SEC62-AS1	
GPR160	
CHFR	
CHFR	57330_s_at
CHFR	63859_at
TMCO4	
RN7SL23P	
MIR4488	
RIC3-DT	
LMO1	
CCDC121	
RNU4-38P	
KMT5AP3	
LRRIQ4	
GPN1	
TEX264	
STK33	
HYI	
RNA5SP132	
GRM2	
LINC00670	
TMC8	
TMC8	60009_at
IQCF6	
IQCF3	60268_at
NCBP2	
ADGRB2	
SUPT7L	
MTND6P35	
MTCYBP13	
MTND1P15	
MTND2P13	
SLC20A1-DT	
NMTRS-TGA3-1	
MTATP6P3	
NCBP2-AS1	59411_at
MTCO3P13	
NCBP2AS2	59411_at
RN7SL210P	
PIGZ	
CSH1	
ADRA2B	
CARNS1	
RPS11P5	
RNU6-327P	
GPAT2	61853_at
GPAT2	
CHFR-DT	
RPSAP69	
ZNF605	54342_at
ZNF605	
RYBP	
TSC22D2	65099_at
TSC22D2	65098_at
TSC22D2	
NANOGNBP2	
CD79B	
ZNF26	
BCAS2P1	
COL6A6	63451_at
COL6A6	
ANKRD42-DT	
RNU4ATAC12P	
PTP4A1P2	
ZNF84	59899_at
ZNF84	
PCF11-AS1	
ANKRD42	
SLC13A2	
LINC00941	
PPIAP44	
LINC02387	
DENND5B	61886_at
DENND5B	55839_at
DENND5B	
MAP4K3	
CKS1BP4	
RPL32P24	
PCF11	
KRBOX1	
FOXN1	
WRAP53	
ZNF662	61360_at
ZNF662	
KRBOX1-AS1	61603_at
RNU6-618P	
SNRK	
ANKRD49P2	
DENND5B-AS1	
RNU5F-4P	
RPL31P50	
AK4P3	
GOLGA3	60044_at
GOLGA3	
RN7SL517P	
SNRK-AS1	
BTBD18	
GASK1A	
SPTY2D1OS	
POMGNT2	
BAHCC1	
BAHCC1	55106_at
HRH1	
HRH1	55475_i_at
HRH1	55477_r_at
NTNG1	
NTNG1	49538_at
CHCHD4P4	
ATG7	
LBHD1	65974_at
LBHD1	
TMC6	
AQP12A	
PKP4	64323_at
PKP4	
CARD16	
CWF19L2	64155_at
CWF19L2	
YY1AP1	
VGLL4	
IMMT	
PAX6	
STAT5B	
ILF3	
CYBC1	48769_at
CYBC1	
ACTR2	
CLK1	
RASAL1	
RPTOR	
THRB-AS1	
EIF3KP2	
RN7SL216P	
RNA5SP125	
CFL1P7	
CAB39	
RNA5SP126	
H3P10	
RARB	
XIRP2	
ATF2	
R3HDM2	
FPR1	
LPO	
TYK2	
MPO	
NDUFA4L2	48857_at
NDUFA4L2	
SNRPF	
TSPOAP1	
NXPE3	
KLRC4	
ANKRD65	
PAN2	
NFKBIZ	
SNAP47	
ZNF550	
ZNF550	55909_at
TPRX2	
SULT2A1	
C19orf54	
LINC02085	
B4GALT2	
B4GALT2	61508_at
TRMT10C	
ZBTB11	
OLFML2B	
SNRPA	
MIR142	49295_f_at
TTC24	
MIR4736	
SUPT4H1	
ATP13A3	
ATP13A3	64965_at
IL20	
MIA	
RNF43	
DNASE2B	
ITPKC	
CDHR4	
OR2L2	
OR2L3	
LIMA1	65696_at
LIMA1	60422_at
LIMA1	
OR2M4	
MANEAL	
FDX2	
UNC13D	
UNC13D	62993_at
INKA1	
UBA7	
NIF3L1	
MAST1	
MIR5193	
TRAIP	
RNF34	
RNF34	49580_at
RNF34	49581_g_at
PLA2G4C	
CYP20A1	
LINC02397	62632_at
LINC02397	
OR2T35	59891_at
OR10K2	
NUP107-DT	66249_at
NUP107-DT	
IRF2BP2	49326_at
LINC00324	
FZD10-AS1	
RBM15	
CTC1	
LINC01619	59009_at
LINC01619	54782_at
LINC01619	
JMJD4	
KLHDC7A	
MTX1	
TMPO-AS1	
PLA2G4C-AS1	
ZSWIM9	
CAMKV	61570_at
CAMKV	
	60328_at
LINC02458	
ARL8A	64411_at
ARL8A	56648_g_at
ARL8A	56647_at
CARD8	
CARD8	65265_r_at
RASSF8-AS1	52645_at
RASSF8-AS1	
RASSF8-AS1	62764_at
GPR37L1	
SNX27	
NCKAP5	
MIR194-2HG	
LINC02454	
LINC02731	63156_at
LINC02731	
LINC00900	66286_at
LINC00900	
PGAM1P5	
THAP4	
CD44-DT	
SLC38A4-AS1	62478_at
SLC38A4-AS1	
IRAG1-AS1	
CD63-AS1	
C2CD5-AS1	
POTEE	
NAV2-AS2	
LRP4-AS1	
NLRP1	
	60489_r_at
CCDC83	
GPRC5D-AS1	
GPRC5D-AS1	63058_at
GPRC5D-AS1	52967_at
RN7SL217P	
ACTL11P	
MST1R	
CELF3	51971_at
CELF3	
GPRC5D	
INHBE	
SYTL2	65138_at
SYTL2	
CAPRIN2	48955_at
CAPRIN2	
PMS1	
PMS1	64445_at
RIIAD1	
MRPL9	
MON1A	62520_at
MON1A	
OAZ3	
CARD8-AS1	
ZNF114-AS1	
ZNF114	
RBM6	
ODAD1	65018_at
ODAD1	
LINGO4	
C2CD4D-AS1	
THEM5	
THEM4	59980_at
THEM4	
KRT8P28	
S100A10	
NBPF18P	
EMP3	
STIL	
KRTAP4-6	
IGBP1P2	
LIG1	
KRTAP4-7	
OR1R1P	
KRTAP2-2	
TMEM238L	
KRT26	
ANKRD36	
ANKRD36	61453_at
TBC1D3D	
TNFSF12	
CFLAR	
CFLAR	60911_at
TNFSF12-TNFSF13	
VAT1	
RND2	55998_at
RND2	
RPL21P4	
NBR2	
	63063_f_at
BRCA1P1	
NBR1	
NBR1	50416_at
C1orf68	
LCEP2	
LCEP1	
LCE1F	
LCE1E	
LCE1D	
NCDN	
RBM5	
TMEM106A	
TFAP2E	
AMY1A	
MOB3A	
RAD51AP1	
CCDC200	
IZUMO4	
RNU2-1	
AMY1B	
RBMS1	
PTPRJ-AS1	
RBM5-AS1	
SEMA3F-AS1	
NUP160	
CD86	
AMY1C	
HPDL	
OR2L5	
MAN1C1	48678_at
MAN1C1	
ALOX12-AS1	
CASR	
CASR	53307_at
RPL31P60	
FAAP24	
DYRK4	
SELENON	65964_at
SELENON	
BRCA1	
OR7C1	
HNRNPA1P23	
CSTA	
MIX23	
PCSK4	
MAB21L3	
FAM162A	61116_g_at
FAM162A	65893_at
FAM162A	
FAM162A	61115_at
NFASC	
NFASC	55721_at
AKAP3	
WDR5B	53760_at
KPNA1	
NDUFA9	
ERVK3-1	48920_at
ERVK3-1	
BAZ2B	
PDE4C	
GAU1	
GALNT8	
GALNT8	62935_at
GALNT8	62613_at
PARP9	
INSIG2	
KCNA6	
KCNA1	
DPY19L2	63046_at
DPY19L2	
THSD7B	
THSD7B	53737_at
KCNH7	
SELENOI	
SELENOI	65910_at
DTX3L	
ZSCAN5C	
PINLYP	
CNTN2	
CNTN2	52440_at
CNTN2	52642_r_at
CBWD2	65937_at
CBWD2	
PARP15	
SRGAP1	62780_at
SRGAP1	
SELENOV	
DPRX	
NLRP11	
EIF4BP8	
EMC3	65717_at
EMC3	
RPL36AP41	
	66602_at
RNU6-87P	
CCDC194	
RNU6-1273P	
RNU6-199P	
VN1R4	
METTL7A	
SMIM44	
ARHGAP35	
SRPRB	
ATF1	
NPAS1	
RN7SL519P	
TMPRSS12	52201_at
WWP1P1	
ST3GAL6-AS1	
ST3GAL6-AS1	65388_r_at
HIGD1C	
POU5F1P3	
GCSHP4	
DEFB109F	
	60391_r_at
PDLIM1P4	
DCBLD2	
FAM90A1	
ALG1L10P	
FAM86FP	65585_at
FAM86FP	
LINC02449	63051_at
LINC02449	
MYL6B	
DBI	
RNU6-26P	
RNU6-1263P	
ST3GAL6	
ST3GAL6	61477_at
HADHAP2	
AICDA	58225_at
AICDA	
SPAG16	
SPAG16	64895_r_at
KCTD21	57766_r_at
KCTD21	
USP35	
TMEM160	58479_at
TMEM160	58478_f_at
ZC3H4	
SYPL2	
CCSAP	64546_f_at
CCSAP	64545_i_at
CPS1	
RNU6-180P	
RN7SKP276	
GAB2	
ACTA1	
SAE1	
SAE1	51084_at
ZFP69	60688_at
ZFP69	
HSPD1P12	
EXO5-DT	
FOXJ2	
ZNF684	
ZNF75CP	
LINC02728	
	62815_r_at
RNU6-311P	
COPS8P3	
ATP5MG	
FYCO1	64131_at
FYCO1	
RNU6ATAC27P	
SNHG3	
SNORA73A	
SNORA73B	
PRDX3P2	
C3AR1	
TRNAU1AP	
BBC3	
NECAP1	
NARS2	60018_at
NARS2	
MIR3190	
MIR3191	
CCDC9	
SNORD99	62098_g_at
SNORA61	62097_at
SNORA61	62098_g_at
SNORA44	62097_at
SNORA16A	62097_at
RAB42	
TAF12-DT	
TTLL3	
RNU11	
AMY2B	
INAFM1	
MZF1-AS1	
ACSF2	60079_s_at
ACSF2	
LINC01836	
NACC1	61688_at
NACC1	
PSMD8	
AMY2A	
CDK18	
AP3D1	
CLEC4A	
EMSY	
EMSY	63025_at
PDCL3P4	
MICOS10P3	
RNU6-342P	
RPS20P15	
RNU1-96P	
ZNF705A	
NEK10	52141_at
NEK10	
	49497_f_at
ENPP7P5	
MRPS21P9	
PUS7L	
CHAD	
RSAD1	
GOLT1A	
PLEKHA6	
FAIM	
MYCBPAP	
TWF1	
LINC00628	
PPP1R15B-AS1	
RNA5SP74	
	50594_at
ZMYM1	61934_at
ZMYM1	
ZNF75BP	
CCND2-AS1	
ANGPTL6	
IRAK4	
RELB	
EPN3	
CLASRP	
INS-IGF2	
RPL12P45	
EFCAB14P1	
RN7SL503P	
MIR483	
IGF2-AS	
C1orf146	
INS	
ACTBP12	
SPATA20	
GLMN	
TH	
CCT7	
FAR2	
FAR2	54835_at
RNU6-611P	
ZNF296	
GEMIN7-AS1	
RPAP2	62734_r_at
RPAP2	
GEMIN7	
	66232_at
EIF5AP3	
TBC1D17	
ERGIC2	65843_at
ERGIC2	
RN7SL824P	
HMGB3P9	
RNU4-59P	
H3P3	
CCNJP2	
OR10X1	
OR2T27	
OR6K1P	
OR6K3	
OR6K4P	
OR6K5P	
OR2AQ1P	
OR10AA1P	
MNDA	
ROPN1	66240_s_at
ROPN1	
ROPN1	66429_at
OR10J3	
OR14A16	
HSD17B7P1	
EFHD1	
OR6R1P	
OR11L1	
TRIM58	
OR2W3	
OR2AJ1	
CLK3P2	
OR2X1P	
OR2L8	
SLC4A7	
OR6Y1	
TLR12P	
ZSCAN20	
NUP62	65982_at
NUP62	57754_at
NUP62	61282_f_at
NUP62	
POTEI	60503_f_at
POTEI	
FAM234B	
OR2M1P	
MIR4686	
OR2M5	
ASCL2	
C11orf21	
OR2M2	
GM2AP2	
CYCSP53	
MYOC	
TSPAN32	
CACNA1G-AS1	
OR7E47P	
ANKFN1	
GABRD	
FOXN2	
FOXN2	49136_at
LINC00592	
KCNK3	
KRT80	
IZUMO2	
RPL39P33	
NRXN1	
NRXN1	50788_at
NOG	
KCNJ12	
U2AF2	
PDLIM1P2	
RPL21P120	
PRKCZ-DT	
ZBTB17	
LINC02874	51262_at
LINC02874	
KCNJ18	
KPNB1-DT	
METTL7AP1	
KRT7	
MAP3K10	
MAP3K10	62281_r_at
CACNA1G	64622_at
CACNA1G	
RNU6-878P	
CD81-AS1	
RPL26P30	65123_at
KRT7-AS	
KRT86	
DGKZ	
KRT87P	
TTC9B	
CCNP	
TBC1D3P6	
SRARP	61650_at
KRT81	
HSPB7	
AKT2	
KRT83	
CLCNKA	
KRT89P	
KRT85	
KRT84	
KRT82	50000_at
KRT90P	
KRT75	
FAM131C	
KRT6B	62998_at
KRT6C	62722_f_at
KRT6C	62723_r_at
OR2T8	
ZBTB2P1	
FHAD1-AS1	
EFHD2-AS1	
CCDC88A	53134_at
CCDC88A	
EFHD2	
KRT6A	
CTRC	
OR6F1	
KRT5	
OR14A2	
OR14K1	
OR9H1P	
OR10K1	
OR2T12	
OR2T33	
ZBTB8A	
ZBTB8OS	
ZBTB8OS	54519_r_at
KRT71	
KRT74	
KRT72	
RN7SL432P	
NRAS	
RNY1P13	
SIKE1	
MIR641	
RNU6-945P	
C19orf47	58449_at
C19orf47	58447_at
C19orf47	
KRT73-AS1	
OR2T29	
KRT73	
DDX11L1	
CD3D	
WASH7P	65767_at
MIR6859-1	65767_at
MIR1302-2HG	
MIR1302-2	
FAM138A	61722_at
OR4G4P	
OR4G11P	
OR4F5	
KRT128P	
CD3G	
CICP27	
GRIP1	
GRIP1	65209_at
RNU6-1100P	
OR2G6	
BLVRB	
ACTN2	
ACTN2	61882_at
CASP1	
PLD3	
PLD3	64802_at
CLPB	
OR2T2	59891_at
OR13G1	
OR1C1	
OR2M3	
OR2T10	
OR6N1	
OR2T11	
CFAP20DC	66731_at
CFAP20DC	
OR10Z1	
SPTA1	
LINC01788	
CFAP92	58316_at
CFAP92	
ZRANB2-AS1	
ZRANB2	63885_at
ZRANB2	65758_g_at
ZRANB2	65757_at
ZRANB2	56604_at
ZRANB2	63884_at
NXPE2	
NXPE1	
DCLK3	
CCR5	
SETMAR	
SETMAR	59233_at
ARL2-SNX15	
SNX15	
MIR186	63885_at
ZRANB2-DT	
IQCJ-SCHIP1	
TXNRD1	
SAC3D1	
NAALADL1	
DPPA4	
CERS2	
TCTA	
PFN2	
DPP9-AS1	
OVCH1	
MIR7-3	
DNAJB8	
KCNMB3	
LINC01842	
	60620_at
LINC00887	
CDCA5	
LINC01529	
ANXA9	
DUBR	
DUBR	60265_at
DUBR	66972_at
MVK	
MVK	59750_at
MVK	59893_at
LINC00906	
LINC00906	61772_at
LINC00906	61773_g_at
PRUNE1	
ZFPL1	
P3H2-AS1	
CLEC4OP	
PSG8-AS1	
ZNF45-AS1	
TMEM262	
RNU6-884P	
LINC01530	
BNIPL	
ZNF567-DT	
VPS51	
ZNF30-AS1	
CYP2B7P	
LINC02038	
LINC02037	
NCK1-DT	
LINC01063	
TIPARP-AS1	
WDR5B-DT	
C1orf56	50208_at
C1orf56	50215_g_at
C1orf56	49338_at
C1orf56	62638_at
CDC42SE1	50217_at
CDC42SE1	49336_s_at
CDC42SE1	
ZNF470-DT	
HPN-AS1	
EEF1GP4	
PSMC1P7	
SPTSSB	
MIR4698	
LINC02067	
	66478_at
PPIAP45	
RPL23AP42	
MLLT11	
LINC02416	
OTOL1	
MIR4494	
TIMELESS	
TM7SF2	
IER5	
RPUSD3	61708_at
RPUSD3	
SLC25A44	54193_at
SLC25A44	
FH	
KMO	
LINC02987	
RPS3AP53	
NR2C2	49655_s_at
NR2C2	
OPN3	
ZNF812P	
STAT2	
LINC01785	
CHML	63525_at
CHML	
LINC00663	
ATAD3A	
NUDT19-DT	
LIPE-AS1	
ILF3-DT	
ZNHIT2	
NAPSB	63322_at
NAPSB	
FAU	
NLGN1-AS1	66927_at
RN7SKP234	
ANAPC15P2	
NLGN1	
NLGN1	52606_at
TMEM240	
SIGLEC17P	
SSU72	
SYVN1	
ZNF56P	
MIB2	
COL6A4P1	
BSG-AS1	
ZNF793-AS1	60475_at
ZNF793-AS1	
ZNF350-AS1	61948_at
GABRR3	
RANBP3-DT	
OR5BM1P	
	64365_at
NUP210	
ZNF8-DT	
TMEM147-AS1	
APOC1P1	
PCAT19	
PCAT19	65225_r_at
PCAT19	58532_at
PCAT19	65224_f_at
FAP	
FAP	52989_at
TNFRSF1A	
MRPL49	
MIR6751	
HIGD1AP10	
ZNF702P	
RNU2-23P	
PDCL2P2	
PGAM1P8	
CAPN1-AS1	
CAPN1-AS1	52527_r_at
CAPN1	
HDAC11-AS1	
ZNF826P	
ZNF826P	53843_f_at
ZNF826P	53845_r_at
HDAC11	
ZNF818P	
ZNF818P	62751_at
ZNF667-AS1	
ZNF667-AS1	49023_r_at
	56750_at
CUL3	
MIR7-3HG	
BCL9	
ARNTL2	
RPL6P3	
PXDN	65963_at
PXDN	
EXO1	
FBLN2	
LINC00665	
CEACAM16-AS1	
RPL23AP20	
MYT1L-AS1	
BECN2	
CFL1P4	
MAP1LC3C	
LINC01535	
TUBB8P6	
SLC22A20P	
WDR64	
MYT1L	
MYT1L	54640_at
	55804_at
LINC00662	
LINC00662	65349_at
TRIM64B	
SERPINI2	
MIR3117	
DYNLT5	
TSSC4	
ARNTL2-AS1	
DNAI4	
IQCG	
TRPM5	
C19orf48	
ZNF664	61806_at
ZNF664	65911_at
ZNF664	
SGIP1	
SGIP1	66994_at
RNU6-858P	
RPL35A	
RPL35A	53255_at
ZNF528-AS1	
ZNF528-AS1	63095_at
ZNF528-AS1	59630_g_at
RFLNA	
NAPA-AS1	
POU2F2-AS1	
RNU6-621P	
A1BG-AS1	
	59842_at
LMLN-AS1	
MIR6880	
FRG2FP	
TUBB8P8	
FAM157A	
FAM157A	65795_r_at
FAM157A	62705_at
FAM157A	65794_f_at
NCOR2	
RNU6-860P	
CICP6	
SEPTIN14P3	
LMLN	48685_at
LMLN	63245_i_at
LMLN	63246_f_at
LMLN	
ZNF790-AS1	
ZNF561-AS1	
ZNF426-DT	
PPP5D1P	
	65202_at
MTND1P35	
TRIM49D1	
GORASP1	
C3P1	
TRIM49D2	
TRIM51EP	
TRIM53AP	
TRIM49C	
DNMT1	
TRIM64EP	
UBTFL1	
TRIM64	
FXYD2	
SENP5	
FXYD6-FXYD2	
KCNH3	53681_at
KCNH3	
FXYD6-AS1	
FXYD6	65867_at
FXYD6	
MELTF	
CNIH3-AS1	
LINC02813	
MCRS1	
LBR	
DNAH14	59919_s_at
DNAH14	49926_at
DNAH14	59920_r_at
DNAH14	
DLG1	
IL10RA	
PRPF40B	
CAVIN3	57847_at
CAVIN3	
SMPD1	
DCDC2B	
