hgnc_symbol	affy_hg_u95a
COX6B1	
PLBD1	
TUBB8P11	
RNF223	
NSMCE1-DT	
C1orf159	
IL4R	
IL4R	404_at
UPK1A	36378_at
RN7SKP134	
CABP1-DT	
MLEC	41728_at
MLEC	
PANX1	35623_at
UPK1A-AS1	
PMIS2	
ACP5	677_s_at
ACP5	
TBC1D28	
UNC119B	
ARPC3P3	35810_at
GPR83	
MIR4700	
ACADS	
ACADS	39408_at
POMC	33711_at
DPP3	
LINC01987	
PHB1	36592_at
PHB1	
MIR8074	
SPPL3	
LINC01381	
KLK8	37131_at
KLK8	
COL4A4	35493_at
COL4A4	
MRPS22	
CT66	
IL21R	
LINC01342	
AUTS2	35648_at
AUTS2	
ARF1P2	
TTLL10-AS1	
CABP1	34500_at
CABP1	
TTC39A	41680_at
TTC39A	
TTC39A	31625_at
LINC01976	
ATXN7L3-AS1	
G6PC3	
NPIPB3	33836_at
NPIPB3	
NPIPB3	40951_at
	34346_at
	38165_s_at
MIR3680-1	
SLC7A5P2	
	32296_at
KMT2D	38166_r_at
KMT2D	38165_s_at
KMT2D	
MCRIP2	
ZNF594	
SCIMP	
LINC01214	
EIF2A	
WDR90	
TNRC6C	
LINC01880	
EGFR	
EGFR	37327_at
EGFR	1537_at
CICP10	
SEPTIN14P2	
RPL23AP88	
MIR6811	
COL6A3	38077_at
COL6A3	
C11orf91	
CD59	39170_at
CD59	39351_at
CD59	
ZNF232	
TEX14	
RNU6-9	
MIR26A1	
VILL	37123_at
VILL	
SIGLEC5	
FBXO3	
KRAS	1940_at
KRAS	32159_at
KRAS	
KLK15	
RHBDL1	33034_at
MRPL3	37726_at
MRPL3	
RPL6	31952_at
RPL6	
STUB1-DT	
STUB1	
PROSER3	
RN7SL653P	
SAMD11	
RNU1-108P	
RNU1-52P	
RNVU1-34	
RNU6-518P	
MYO18A	36940_at
MYO18A	
MFSD14A	
CGB1	1122_f_at
CGB1	1153_f_at
FBXO3-DT	
NTF4	
SASS6	
LINC02722	
LINC02721	
SHD	
OR5B12	
SNORA58	
OR51V1	
JMJD8	
AMPD3	
AMPD3	38463_s_at
TMIGD2	
LRRC39	
BCL2L12P1	
MIR5704	
PSMC2P1	
RPL7P16	
CPNE4	
DBT	
DBT	37862_at
PTPN11	
PTPN11	38443_at
PTPN11	1871_g_at
PTPN11	1870_at
FSD1	
IRF5	
IRF5	477_at
IRF5	478_g_at
IRF5	36465_at
C12orf76	
CAPS2-AS1	
CCNG2P1	
WNT1	1853_at
RPL23AP90	
BRI3P1	
RTCA	
RTCA	35195_at
SETD1B	38173_at
SETD1B	
TMPRSS9	
WDR24	
DES	40776_at
DES	
KMT5A	
MIR553	
BET1L	
BRDT	
BRDT	35487_at
FBXL16	
CEP83	
RHOT2	
GAS2	
GAS2	37829_at
R3HDM4	
SCN2A	
SCN2A	36725_at
LINC00174	
LINC00174	2010_at
HNRNPA1P17	
VWA5B2	
RNF32-DT	
METTL7B	
KISS1R	
FBXO21	32169_at
FBXO21	32170_g_at
FBXO21	38898_at
FBXO21	
NUDCD3	34834_at
NUDCD3	
H2AX	40195_at
TWF1P1	
APLNR	184_at
CRYBA1	36325_at
HTR3B	
IHO1	
NUFIP2	
RPL32P18	
GMIP	
RPL35AP35	
LRRC37A	39880_at
CAMK2B	34847_s_at
CAMK2B	41518_at
CAMK2B	
CAMK2B	34846_at
IFITM2	
IFITM2	411_i_at
IFITM2	676_g_at
MYH15	31652_at
MYH15	
ADAMTS20	
ANAPC15	
ANAPC15	35715_at
KCNK12	
MYL4	40062_s_at
MYL4	
MSH2-OT1	
VN1R18P	
FBXO11	
NPIPB13	33836_at
NPIPB13	
KHDRBS1	39346_at
KHDRBS1	
MCM2	35312_at
MCM2	
BCLAF1P2	
ITGB3	1176_at
ITGB3	37952_at
ITGB3	852_at
PALB2	
ATP13A1	
TMEM39B	
TUBA1C	
NOS1	1965_s_at
NOS1	
RNU7-186P	
EFCAB13	
CYLD-AS1	
MIR193BHG	
PODXL2	
LRRC51	
MIR193B	
MIR365A	
LINC02130	
ZNF101	36402_at
ZNF101	36403_s_at
ZNF101	
ABTB1	
MIR5585	
RNU4-48P	
KPNA6	40275_at
KPNA6	35443_at
KPNA6	
EIF2AK3	
ZNF14	
LPAR2	37769_at
LPAR2	
RTN2	34408_at
RTN2	
UBC	1367_f_at
UBC	32335_r_at
UBC	1366_i_at
UBC	32334_f_at
ZP1	
KBTBD12	
SEBOX	
RSKR	
RNA5SP139	
RNU2-37P	
RUVBL1-AS1	
MGLL	35792_at
MGLL	
KDM2B	
ITM2BP1	
CCDC28B	
LGALS9	38091_at
LGALS9	766_at
LGALS9	
HCLS1	31820_at
HCLS1	
LINC01160	
DDX20	
PPM1N	
CERKL	
VASP	
VASP	39105_at
RN7SL172P	
RNU4-62P	
IQCB1	32657_at
IQCB1	
OPA3	
GPR4	35460_at
GPR4	
MIR330	
ZNF582	
RPL5	33660_at
RPL5	
ZNF846	
EAF2	
RN7SKP176	
GIT2	
GIT2	36741_at
SDR42E1	
NEUROD1	
NEUROD1	36768_at
HSD17B2	
HSD17B2	38178_at
SLC15A2	35862_at
SLC15A2	35863_g_at
SLC15A2	
GMPPA	
CFD	
MTCYBP28	
DIPK1A	
MPHOSPH6	
MPHOSPH6	31864_at
NOS2P1	1967_f_at
NOS2P1	
JAK3	
JAK3	1547_at
JAK3	2005_s_at
JAK3	2007_g_at
JAK3	2006_at
SNORD21	
SNORA66	
RNU6-970P	
RN7SL692P	
RNU6-210P	
RN7SKP123	
MPHOSPH6-DT	
RN7SKP190	
ACTR3BP3	
MTF2	34337_s_at
MTF2	
PABPC1P13	
CPDP1	
ABCD1P3	
LGALS9DP	
FAM153DP	
	39558_s_at
LYRM9	39557_at
LYRM9	
ABHD17AP7	
GP5	34633_s_at
GP5	34632_r_at
HERC2P5	
TRIM60P16	
MYLK	32847_at
MYLK	
NOS2	1948_f_at
NOS2	1419_g_at
NOS2	1418_at
NOS2	
CICP28	
ZNF734P	
SEPTIN7P5	
PHKG1P2	
RPL18A	33614_at
SLC29A4P2	
IGHV2OR16-5	
TNRC18P2	
BCAP31P2	
MIR4283-2	
SLC6A10P	40926_at
SLC6A10P	
CICP24	
GABPAP	37245_at
NMD3P1	
SLC25A1P3	
VN1R34P	
ARAFP1	
IGHV3OR16-15	
IGHV3OR16-6	
VN1R35P	
VN1R36P	
SP3	
SP3	41573_at
CDK13	1793_at
CDK13	41821_at
CDK13	
IGHV1OR16-2	
SNORA68	
IGHV3OR16-10	
SLC5A5	32459_at
SLC5A5	
IGHV1OR16-4	
IGHV3OR16-8	
HERC2P8	
SH2D5	
NLRP12	
HDLBP	31504_at
HDLBP	
RNU7-200P	
MIR1256	
RPS15AP6	
	37180_at
	1085_s_at
HSPE1P27	
ECE1	41726_at
ECE1	
PLCG2	
PLCG2	37180_at
PLCG2	1085_s_at
BFSP2-AS1	
CDV3	40874_at
CDV3	40618_at
CDV3	
ZNF44	
ZNF44	35409_r_at
ZNF44	35408_i_at
KMT2E	
KCTD13	
SUZ12	40957_at
SUZ12	
TOPBP1	
TOPBP1	38834_at
ANO2	
MIR4491	
SLX4	
POU2AF1	36239_at
POU2AF1	
RNA5SP437	
SH3GL1P1	
RNU2-60P	
RN7SKP142	
LINC01571	
WDR45BP1	
ECE1-AS1	
HNRNPA1L3	31463_s_at
ARGFXP2	
BCAR4	
SUSD4	
MIR34BHG	
MIR34B	
MIR34C	
SPINK8	
RSL1D1	37161_at
RSL1D1	39418_at
RSL1D1	
LAYN	
SHOX2	36487_at
SHOX2	
ABCB9	
ABCB9	40294_at
ATP13A5	
SIK2	35999_r_at
SIK2	
ROBO1	32944_at
ROBO1	
RN7SKP273	
BTG4	
RNU4-57P	
CCDC185	
VOPP1-DT	
RNU1-74P	
CDC42P2	
TUBBP6	
LRRIQ3	
FKBP9P1	38761_s_at
FKBP9P1	
HOATZ	
GSPT1	33932_at
GSPT1	
RNU6-389P	
SUMO2P3	41185_f_at
CICP11	
PSPHP1	37209_g_at
PSPHP1	37208_at
RNU6-1126P	
SEPTIN14	
TMEM86A	
TNNI3K	
CICP12	
IGSF22	
PAXIP1-DT	
ZNF890P	
POT1-AS1	
IGSF22-AS1	
PTPN5	
IKZF2	
LRRC37B	
COX6CP1	
TNFRSF17	41353_at
LRRC53	
UBL5P4	39192_at
ERICH3	
RPS23P6	
LINC02587	
DNAH3	33054_at
DNAH3	
GP6-AS1	
P2RX4	38332_at
P2RX4	
C3orf49	
ERICH3-AS1	
OR5H15	
KCNMB2	
CRYZ	37902_at
CRYZ	
SNX10-AS1	
LINC03007	
MRGPRX8P	
SRGAP3	37563_at
SRGAP3	
MRGPRX7P	
MRGPRX6P	
MRGPRX5P	
MRGPRX11P	
MRGPRX10P	
MRGPRX9P	
MRGPRX2	
PMS2P3	35859_f_at
PMS2P3	35933_f_at
PMS2P3	1875_f_at
PMS2P3	
MRGPRX1	
LINC02730	
JAM3	
JAM3	32526_at
RAP1GAP2	
RAP1GAP2	37517_at
SND1-DT	
ZNF815P	
PTH2R	36388_at
PTH2R	
KIR2DL4	36886_f_at
KIR2DL4	38232_f_at
KIR2DL4	38231_f_at
KIR2DL4	36887_f_at
MMP15	1302_s_at
MMP15	1167_s_at
MMP15	
LINC03011	
LINC02848	
TYW3	
UGT1A3	32392_s_at
TRIB2	40113_at
TRIB2	717_at
TRIB2	
KLRC2	32287_s_at
KLRC2	32297_s_at
LINC03016	
KIFC3	34294_at
KIFC3	34293_at
KIFC3	
CDK6-AS1	
UGT1A8	32392_s_at
ZNF767P	
FPGT-TNNI3K	
MCCC1	
PTP4A2P2	
VPS26B	
UGT1A5	32392_s_at
CSAD	
DPY19L2P4	
ITGB8-AS1	
SEPTIN7-DT	
MICALL2-DT	
ABHD11-AS1	
OR6B2	
ASTL	
THYN1	
UGT1A7	32392_s_at
UGT1A7	
FAM185BP	
CASTOR3	
MAST3	33223_at
MAST3	
OR1G1	
TRPV1	
RAB6D	
BRWD1P1	
RNA5SP41	
RNA5S4	
RNA5S5	
RNA5S6	
RNA5S7	
RNA5S8	
RNA5S9	
RNA5S10	
RNA5S11	
RNA5S12	
RNA5S13	
RNA5S14	
RNA5S15	
POU6F2-AS1	
CCT6P1	
ACAD8	
OBSCN	
OBSCN	32019_at
KMT2CP4	
IGKV2D-40	
IGKV1D-39	
IGKV2D-38	
IGKV1D-37	
IGKV2D-36	
IGKV1D-35	
IGKV3D-34	
IGKV1D-33	
IGKV1D-32	
IGKV3D-31	
LMO3	38028_at
LMO3	
IGKV2D-30	
IGKV2D-29	
IGKV2D-28	
IGKV1D-27	
IGKV2D-26	
IGKV3D-25	
IGKV2D-24	
TRG-AS1	
IGKV2D-23	
IGKV1D-22	
IGKV6D-21	
IGKV3D-20	
IGKV2D-19	
IGKV2D-18	
IGKV6D-41	
IGKV1D-17	
IGKV1D-16	
IGKV3D-15	
NAA50	
IGKV2D-14	
IGKV1D-13	31512_at
IGKV1D-12	
ATM	1863_s_at
ATM	1862_at
ATM	2001_g_at
ATM	2000_at
ATM	
SEC61G-DT	
IGKV3D-11	
IGKV2D-10	
IGKV1D-42	
IGKV1D-43	
GTF2IRD1P1	
CNTNAP5	
DPY19L2P1	
IGFL1P2	
CPNE9	
HIF3A	
USB1	
RABGEF1P1	
SNHG26	
TMBIM4	
NBEAL1	
NBEAL1	33668_at
PRR15-DT	
NPIPB11	33836_at
NPIPB11	
NKTR	920_at
NKTR	34234_f_at
NKTR	34233_i_at
NKTR	34232_at
NKTR	
	38754_at
	36423_at
	31804_f_at
	32317_s_at
SULT1A1	31804_f_at
SULT1A1	32317_s_at
CTNS	36566_at
CTNS	
ACD	37246_at
ACD	
RNU6-924P	
PPP5C	391_at
PPP5C	392_g_at
PPP5C	
LINC02981	
METTL8	
MUCL1	
SHPK	
GLB1L3	
CTNS-AS1	
TAX1BP3	39416_at
LARP4	
LARP4	35180_at
P2RX5-TAX1BP3	39416_at
LINC01445	
SELENOT	
EMC6	
WDR86-AS1	
P2RX5	
P2RX5	40396_at
PPP1R1C	
LINC02178	
KMT2E-AS1	
NOD2	
SEPTIN7P2	
OR52E5	
ASPRV1	
SULT1C3	
CCDC8	
FAM90A27P	
IL37	
FAM90A28P	
ZNF781	
RASA2	
RASA2	1816_at
PHKB	
PHKB	37392_at
ZSCAN4	
FEM1A	
TICAM1	35230_at
PLIN3	40169_at
PLIN3	
MAP3K2	
PLD1	
PLD1	177_at
SHANK2	37806_at
SHANK2	
ARRDC5	
GARS1-DT	
UHRF1	
RABL2A	
RP9P	
ITGAE	1140_at
ITGAE	
MKLN1-AS	
AZGP1P1	
	38451_at
FAM131B-AS2	
TAFA1	
ELN-AS1	
UQCR11	38451_at
UQCR11	
EGFR-AS1	
PRKAG2-AS1	
VEZT	
SELENOK	
TCF3	1373_at
TCF3	32874_at
TCF3	1374_g_at
TCF3	
HASPIN	
SCAP	37656_at
SCAP	
SOCS3	40968_at
RN7SL236P	
PGS1	
IZUMO1R	
NCOA1	
NCOA1	484_at
NCOA1	36118_at
NCAPD3	
NCAPD3	41862_at
NCAPD3	32524_s_at
NCAPD3	32525_r_at
RPS3AP2	
PTX4	
TELO2	
TELO2	34260_at
RNVU1-30	
FAM91A2P	
PDE4DIPP7	
RNU1-68P	
PRKAR1B-AS1	
H3C13	
SNHG15	
H2BC19P	
H2BC20P	
H2AC20	
H2AC21	
BOLA1	
SV2A	38032_at
SV2A	
TMEM235	
SHISA5	
NEK4P2	
RNASEH1P2	
SLC12A9-AS1	
CCDC144A	
CCDC144A	35535_f_at
NSUN5P1	
NSUN5P1	41258_at
CLCN7	38069_at
CLCN7	
SF3B4	33909_at
SF3B4	
FCGR1A	37220_at
FCGR1A	
AIMP1P2	
MAP2	220_r_at
MAP2	183_at
MAP2	1972_s_at
MAP2	219_i_at
MAP2	
MAP2	35422_at
RPL34P6	
GPR25	
MROH3P	
SBDSP1	
RNU6-704P	
CCDC174	
KIF21B	32646_at
KIF21B	
PPP1R9A-AS1	
PSMG3-AS1	
	31526_f_at
	34677_f_at
TP53TG1	33749_at
TP53TG1	
RNU6-405P	
RN7SL620P	
UPF3AP1	39131_at
USP32P1	
USP32P1	1614_s_at
USP32P1	31526_f_at
USP32P1	34677_f_at
MIR4747	
RNU6-1223P	
FUT3	38495_s_at
FUT3	36290_s_at
FUT3	
PMS2P1	
PMS2P1	1763_at
PMS2P1	31600_s_at
PMS2P1	178_f_at
PMS2P1	32311_r_at
SRP68P1	
PHF7	
FAM106C	
NOS2P4	
RN7SL150P	
KRT16P6	
SUNO1	
WDR88	
KRT16P2	
KRT17P1	
KRT17P4	
LRP3	
LRP3	31814_i_at
LRP3	31815_r_at
CES4A	
MDM2	1859_s_at
MDM2	1880_at
MDM2	38509_at
MDM2	2008_s_at
MDM2	
COTL1P1	
	31814_i_at
	31815_r_at
SLC7A10	
LINC01974	
GOSR2-DT	
RNU6ATAC3P	
GOSR2	38620_at
GOSR2	38619_at
GOSR2	
WDR6	
CEBPA	32550_r_at
C2orf81	
CEBPA-DT	
RPS3AP50	
LINC01004	
AKR1B1P7	
FAM126B	
CEBPG	39219_at
LINC-PINT	
RPL21P131	
OAZ1	1315_at
FAHD1	
TMEM9	
NUDT16L1	
LITAFD	
PRSS41	
TP53TG3B	
STAG3L4	
TKT	38789_at
TKT	
TP53TG3C	
PEAK3	
PROC	
PROC	39255_at
LINGO3	
TP53TG3D	
PRODH2	37820_at
PRODH2	
MAGI2-AS3	
TP53TG3E	
DHCR7	
DHCR7	39059_at
NPIPB5	33836_at
NPIPB5	40951_at
NPIPB5	
PET100	
IGFN1	
STXBP2	38259_at
STXBP2	
MIR4783	
IWS1	
ABHD14A	41018_at
ABHD14A	
NPIPA7	33836_at
PRSS53	39862_at
PRSS53	
CACNA1S	34913_at
CACNA1S	
PMS2P4	35933_f_at
PMS2P4	38591_at
PMS2P4	1763_at
PMS2P4	1762_at
PMS2P4	
CHST13	
PABPN1L	
CIP2A	
LIMS2	
TP53TG3	
NPIPA8	
CPHXL2	
	39880_at
DOK4	32600_at
DOK4	
MIR5089	
RPRML	
LRRC37A17P	39880_at
PEPD	36109_at
PEPD	
RN7SL270P	
CRBN	
CDC27	40591_at
CDC27	
PDGFA-DT	
NFE4	
APTR	
PTPRN2-AS1	
FOXRED1	
MUC12-AS1	
COBL	35669_at
COBL	
NEDD8P1	
SAMD13	
LINC02005	
NPIPB2	33836_at
NPIPB2	
LINC02047	
AKR1B1P2	
CNTN3	
TSPAN4	33919_at
TSPAN4	
TP53TG3F	
UOX	
NPIPB7	
RNA5SP75	
NQO1	
NQO1	38066_at
TMEM81	
NIPA2P2	
MTR	38383_at
MTR	
RN7SL294P	
MIR4444-2	
HNRNPA3P6	
MYLKP1	
KRTAP4-3	
KRTAP4-2	
KRTAP4-1	
LEKR1	
KRTAP4-17P	
KRTAP9-1	
KRTAP9-8	
PPM1E	32141_at
OR6C1	
ACSM4	
ADPRH	31548_at
ADPRH	
RAD51C	41479_s_at
RAD51C	41480_at
RAD51C	
NQO1-DT	
ACACB	31530_at
ACACB	38529_at
ACACB	31531_g_at
ACACB	
NOB1	
RNU6-1304P	
RPL7L1P2	
SRP9	
SRP9	36981_at
CICP17	
CYP3A7-CYP3A51P	
DNAH12	
LEFTY3P	
TMEM63A	39339_at
TMEM63A	
TMEM63A	35442_at
OR2AE1	
DUS4L-BCAP29	38552_f_at
DUS4L-BCAP29	
NFAT5	40713_at
NFAT5	
BCAP29	38554_at
RNU6-288P	
ITIH3	
ITIH3	37204_at
STRADA	
FAM187B	
FAM187B2P	
GPR17	39972_at
GPR17	
LEFTY1	35932_at
LEFTY1	
USF2	39112_at
USF2	
	35932_at
TAF10	868_at
MIR6741	
LEFTY2	39325_at
LEFTY2	
ALMS1	38343_at
ALMS1	38344_at
ALMS1	
NDUFA3P3	
EPHX1	38790_at
EPHX1	
TMEM216	
SLC26A4-AS1	
CBLL1-AS1	
NECAP1P1	
GPR141	
DENND2B	37745_s_at
DENND2B	37746_r_at
DENND2B	
EPDR1	
GPR141BP	
HDAC4	38271_at
HDAC4	
TARDBP	
TARDBP	32241_at
NME8	
POLR2H	1248_at
POLR2H	35631_at
POLR2H	
HAMP	
MIR6133	
MAG	
MAG	38558_at
POU6F1	104_at
POU6F1	39620_at
POU6F1	
COX5BP3	
RPS3AP27	
EXOC4	
CNOT10	
EIF2S3B	35934_at
EIF2S3B	1272_at
BLOC1S1	39133_at
BLOC1S1	
CA5A	32296_at
CA5A	
CLEC1B	
SPEGNB	
SNRPEP5	
ID2	41216_r_at
ID2	41215_s_at
ID2	
H4-16	
LINC02182	
C12orf42	
BANP	
MBOAT2	38262_at
MBOAT2	
LSR	
LSR	38324_at
SRM	240_at
SRM	241_g_at
SRM	
HMGB1P25	
KCNE4	
MST1	1047_s_at
MST1	
KIDINS220	
KIDINS220	39163_at
EXOSC10	36649_at
EXOSC10	
UTS2B	
	36747_at
RNA5SP428	
LINC00920	
MTOR-AS1	
STX2	34052_at
STX2	41864_at
BEAN1	37103_at
BEAN1	
RNU6-537P	
SYF2	32792_at
SYF2	
CEACAM7	397_at
USP7	37672_at
USP7	
CEACAM5	
CEACAM5	1582_at
RSRP1	38072_at
RSRP1	41303_r_at
RSRP1	
RNU6-1077P	
RAN	1839_at
RAN	1840_g_at
RAN	38708_at
CEACAM6	
CEACAM6	36105_at
CEACAM3	32468_f_at
CEACAM3	
CEACAM3	32469_at
RHD	31439_f_at
RHD	37165_f_at
RHD	31931_f_at
RHD	37164_at
HNRNPA1P52	
SNORA6	
LYPD4	
SNORA62	256_s_at
NFU1P1	
MOBP	38499_s_at
MOBP	
DMRTC2	
RPS19	31330_at
SBF2	
MED12L	
RIMBP2	36750_at
RIMBP2	
MIR6797	
ERFL	
RABAC1	
RABAC1	39030_at
YIPF4	41843_r_at
YIPF4	
BIRC6-AS1	
MIR558	
BIRC6-AS2	
TTC27	
	39030_at
	35670_at
ATP1A3	35670_at
ATP1A3	
MIR4765	
LINC00486	
BOLA2	41732_at
BOLA2-SMG1P6	41732_at
BOLA2-SMG1P6	41733_at
CCDC47	
RXYLT1	37445_at
RXYLT1	
SETD2	35815_at
SETD2	
NUTF2	31858_at
NUTF2	
RXYLT1-AS1	
PABPC1P4	31951_s_at
KDM2B-DT	
RSL1D1-DT	
MORN3	
DDX42	
DDX42	38762_at
TMEM120B	
SMG1P5	
SMG1P5	41733_at
AFG3L1P	
RHOF	
ASCL3	
OR51F1	
LINC01089	
FTSJ3	
CD2BP2-DT	
CD79A	38018_g_at
CD79A	38017_at
CD79A	
HTR3C	
TMEM231P1	
HTR3C2P	
HTR3E-AS1	
HTR3E	
BCL2L12	
AGAP2	38852_at
AGAP2	
RNA5SP350	
LINC02550	
RPS17P15	
C11orf53	
COLCA1	
PSMC5	37766_s_at
PSMC5	
COLCA2	
RPS2P39	
ABCC6P1	39247_at
ABCC6P1	
MIR26A2	
DDX10	
DDX10	831_at
BICDL1	32881_at
BICDL1	
HSP90AA5P	
EIF2B5-DT	
	34645_at
ABCF3	
ABCF3	38830_at
SMG1P1	
SMG1P1	41733_at
RAB35	35508_at
RAB35	
LINC01595	
DNASE2	1747_at
DNASE2	
RNF26	
C1QTNF5	
GCN1	36603_at
GCN1	
MFRP	
MIR7974	
RN7SL833P	
ELOF1	
TCAM1P	
RRN3P1	34967_at
RRN3P1	39820_at
CSH2	36784_at
CSH2	31493_s_at
USP2	34901_at
USP2	
LINC02185	
ARHGEF1	
ARHGEF1	810_at
ARHGEF1	38445_at
FOXC2-AS1	
LINC01569	
LINC01572	
GH2	309_f_at
GH2	308_f_at
GH2	40316_at
SETD5	
LINC02192	
SMG1P3	
SMG1P3	41733_at
MIR4498	
THY1	39395_at
THY1	
RPLP0	31538_at
RPLP0	
ZNF385C	
ATP2A1-AS1	
CRNDE	
SMARCD2	455_at
SMARCD2	34695_at
SMARCD2	34694_at
SMARCD2	
THY1-AS1	
DUXAP5	
CCDC153	
MYEOV	
USP40	
IFITM9P	
LINC02956	
LINC02952	
LINC01488	
CCND1	38418_at
CCND1	2017_s_at
CCND1	2020_at
CCND1	
SNAI3-AS1	
LINC02195	
MAFTRR	
LTO1	
MMP25-AS1	
NEB	38461_at
NEB	
RUSF1-DT	
ZFHX3-AS1	
LRRC29	
FGF19	
RNU6-1192P	
DNAJB6P5	
FGF4	1408_at
FGF4	1730_s_at
FGF4	
SETP16	
CXCR5	1004_at
CXCR5	37455_at
CXCR5	1003_s_at
MT1DP	
NUP93-DT	
BCL9L	
DNAJA2-DT	
PXN	38644_at
PXN	
ERVK13-1	
MIR4492	
UPK2	32448_at
RN7SL688P	
SDHDP6	
TMEM50A	
RNA5SP439	
MPHOSPH10P1	
MT1L	
HMBS	
HMBS	37649_at
	40467_at
LCMT1-AS1	
MACO1	
YPEL3-DT	
CES1P1	
RPSAP31	
MIR4448	
CYP2AB1P	
ABCC5	41428_at
ABCC5	1933_g_at
ABCC5	1932_at
ABCC5	
C16orf95-DT	
ZNF778-DT	
CDIPTOSP	
TSEN15	
SNHG9	
MBTPS1-DT	
SNHG19	
ZNF213-AS1	
LRRC71	
COG4	38718_at
COG4	
MIR765	39281_at
RN7SL612P	
NTRK1	
NTRK1	1892_s_at
NTRK1	36805_s_at
RPS20P31	
NME2P1	
RNU4-2	
RNU4-1	
HTR1DP1	
LINC00942	
WNT5B	
CRX	
CRX	41845_at
FBXL14	
ERC1	
ERC1	37869_at
TPRX1	
FCHO1	41054_at
FCHO1	
MOGS	38464_at
MOGS	
TP53	
TP53	1974_s_at
TP53	1939_at
TP53	31618_at
FMN2	
ABCC5-AS1	
EEF1A1P8	
HTR3D	
IL1R2	
IL1R2	998_s_at
CLEC16A	34661_at
CLEC16A	
DVL3	40873_at
DVL3	
BHLHE41	
RASSF8	41486_at
RASSF8	
GREM2	
WDR12	
RNU5F-8P	
AP2M1	39795_at
AP2M1	
MUC19	
PSMA2P3	
DAZAP2P1	
SUMO1	155_s_at
SUMO1	457_s_at
AVIL	41582_at
AVIL	
SLC22A25	
CELF1	33207_at
CELF1	34683_at
CELF1	
ADAMTSL4	
RNU6-700P	
GOT2P3	
CLEC2D	
CLEC2D	38542_at
TERC	
ACTRT3	
RPL39P14	
NOP58	
MYNN	
LRRC34	
PTP4A2	1241_at
PTP4A2	38415_at
PTP4A2	
NPM1P7	38542_at
LINC02390	
CD69	37645_at
CD69	
SNORD70	
SNORD70B	
SNORD11B	
SNORD11	
RN7SL753P	
PIMREGP1	
RN7SL40P	
BMPR2	39998_at
BMPR2	
SMIM38	
MS4A1	
MS4A1	40749_at
MS4A1	619_s_at
GCNAP1	
LRRC31	
KLRF1	
FNBP1L	34739_at
FNBP1L	
KRT18P43	
SAMD7	
ZFYVE9	38889_at
ZFYVE9	
H3P8	
RPL13AP12	
GLYATL1	
MTCO1P17	
MTCO2P17	
MTATP6P17	
CLEC2B	40698_at
CLEC2B	
MTCO3P17	
MTND3P17	
MTND4LP17	
MTND4P30	
MTCO1P54	
KLRF2	
FAM117B	
CLEC2A	
SEC62	
SEC62	38100_at
SEC62	950_at
CLEC12A-AS1	
CLEC12A	
SPTBN1-AS2	40551_at
EML6-AS1	
RNU7-81P	
TTC39DP	
ZNF512	
PDPN	41871_at
PDPN	41870_at
PDPN	
SMIM35	
MIR3164	
TMEM138	
SEC62-AS1	
GPR160	
CHFR	
TMCO4	
RN7SL23P	
MIR4488	
RIC3-DT	
LMO1	35103_i_at
LMO1	35104_r_at
CCDC121	
RNU4-38P	
KMT5AP3	
LRRIQ4	
GPN1	
GPN1	41756_at
TEX264	
STK33	
HYI	
RNA5SP132	
GRM2	32498_at
GRM2	
LINC00670	
TMC8	
IQCF6	
IQCF3	
NCBP2	32789_at
NCBP2	32790_at
NCBP2	
ADGRB2	33785_at
ADGRB2	
SUPT7L	35370_at
SUPT7L	
MTND6P35	
MTCYBP13	
MTND1P15	
MTND2P13	
SLC20A1-DT	
NMTRS-TGA3-1	
MTATP6P3	
NCBP2-AS1	
MTCO3P13	
NCBP2AS2	
RN7SL210P	
PIGZ	
CSH1	36784_at
CSH1	31493_s_at
ADRA2B	
CARNS1	
RPS11P5	
RNU6-327P	
GPAT2	
CHFR-DT	
RPSAP69	
ZNF605	
RYBP	37732_at
RYBP	
TSC22D2	41788_i_at
TSC22D2	41789_r_at
TSC22D2	
NANOGNBP2	
CD79B	37988_at
CD79B	
ZNF26	
BCAS2P1	
COL6A6	
	41665_at
ANKRD42-DT	
RNU4ATAC12P	
PTP4A1P2	
ZNF84	41033_at
ZNF84	
PCF11-AS1	
ANKRD42	
SLC13A2	31559_at
SLC13A2	
LINC00941	
PPIAP44	
LINC02387	
DENND5B	
MAP4K3	
CKS1BP4	
RPL32P24	
PCF11	41665_at
PCF11	
KRBOX1	
FOXN1	31980_at
WRAP53	
ZNF662	
KRBOX1-AS1	
RNU6-618P	
SNRK	481_at
SNRK	37718_at
SNRK	
ANKRD49P2	
DENND5B-AS1	
RNU5F-4P	
RPL31P50	
AK4P3	32331_at
AK4P3	
GOLGA3	34861_at
GOLGA3	
RN7SL517P	
SNRK-AS1	
BTBD18	
GASK1A	
SPTY2D1OS	
POMGNT2	
BAHCC1	
HRH1	35384_at
HRH1	
NTNG1	37429_g_at
NTNG1	37427_at
NTNG1	
CHCHD4P4	
ATG7	
LBHD1	
TMC6	32116_at
TMC6	
AQP12A	
PKP4	39788_at
PKP4	
PKP4	33475_at
CARD16	
CWF19L2	
YY1AP1	
VGLL4	40279_at
VGLL4	
IMMT	37659_at
IMMT	
PAX6	40740_at
PAX6	
STAT5B	472_at
STAT5B	473_g_at
STAT5B	33869_at
STAT5B	
ILF3	40846_g_at
ILF3	40845_at
ILF3	32751_at
ILF3	
CYBC1	
