hgnc_symbol	affy_hg_u95b
MIR6790	
MIR3940	
SLC25A41	
PPIAP84	
TUBBP1	
RBPMS-AS1	
SHF	
ARHGAP22-IT1	
RPL13AP19	
RBPMS	
DDX21	
SLC25A23	
SLC25A23	44680_at
PGA5	
GOLGA6L7	
CT62	
IK	
SDR42E1P5	
MIR4772	
SLC9A4	
NR2E3	
PRPF39-DT	
PRPF39	
PRPF39	43472_at
LIPT1	
FBN3	
RPL29	
MANEA	
MANEA	53642_r_at
MANEA	46370_at
MANEA	53640_i_at
RNA5SP399	
CRTC3-AS1	
CRTC3	45628_at
CRTC3	
OR13C3	
HCAR2	
KRT18P64	
LINC02535	
HCAR3	
OR13D1	
DUTP5	
TPT1P6	
HCAR1	41934_at
NT5E	
DDB1	
CCDC62	55536_at
CCDC62	
RPL7AP76	
RN7SL544P	
FAM88C	
SYNC	
MITD1	
FGF7P6	
LINC01189	
FGF7P7	
FAM88F	
KIAA1522	
DUSP7	
CNTNAP3P5	
	52158_r_at
	52157_s_at
RBPJP7	
POC1A	54432_at
RAB28P2	
GTF2E2	
S100PBP	
S100PBP	58246_at
S100PBP	51102_at
HIP1R	
NMBR	
PGBD1	42907_at
SNORD127	
FKBP3	
MRPL30	
ALDOAP1	
PDIA3	
PDIA3	57668_s_at
PDIA3	48098_at
PTAR1	44664_at
PTAR1	
ALAS1	
SMIM18	
RNU5A-3P	
MIR6842	
CHRNA2	
FNDC5	
FNDC5	53905_at
CFAP95-DT	
MIS18BP1	
LYG1	42787_at
ATP6AP1L	46067_at
ATP6AP1L	56104_at
ATP6AP1L	
RN7SKP191	
SLC44A1	56314_at
SLC44A1	43488_at
SLC44A1	
PANK1	
HPCA	
SNRPCP2	
F2RL2	45204_s_at
F2RL2	
TXNDC9	
TMEM54	52897_at
F2R	
F2RL1	
RN7SL208P	
DUSP1	
BTN1A1	
TWF2	
LINC02635	
MIR3611	
FANCM	
RNU7-77P	
ATP6V1G1P4	
EPHX2	
ANKRD22	
RPL26L1-AS1	
UFC1	
PTCD2P2	
STAMBPL1	
STAMBPL1	58317_at
PPM1M	54935_at
PPM1M	
AK9	
RPL26L1	
SEPHS1P6	
VPS37B	57234_at
VPS37B	
PPOX	
ACTA2-AS1	
	44617_at
MIR4304	
ACTA2	
ACTA2	44618_at
PITPNM2-AS1	
ARL16	
FLNC	
ATP6V0E1	42277_at
ATP6V0E1	
FIGNL2-DT	
ANKRD33	
RN7SL717P	
C2orf69	
TYW5	43086_at
TYW5	45669_at
TYW5	43667_at
TYW5	
WDR82	45910_at
WDR82	
RNF157	44600_at
RNF157	
SNORA74B	
CREBRF	
CREBRF	44650_at
CREBRF	44651_at
H3C6	47803_at
H3C6	
TAAR1	
ACVRL1	
ACVRL1	44868_s_at
	44618_at
MIR4679-2	
MIR4679-1	
SFTA1P	50187_at
PTP4A1	
MIRLET7G	
GLYCTK	
LINC00710	
PTPA	
TIAM2	
TIAM2	52820_at
CDC42P5	
MIR1301	
BNIP1	
ARNILA	
DTNB-AS1	
TFCP2L1	
GLYCTK-AS1	
MIR135A1	
PPP2R5CP	
BAP1	
ATP5MGP6	
ATF4P3	
UBALD2	57046_at
UBALD2	
ACVR1B	
TRIM64FP	
KDM6B	47544_at
KDM6B	
OR7E102P	
TRIM51JP	
TRIM43	
B4GALT3	
CELF2-AS2	
UBTFL3	
ANKRD44-DT	
NPM1P46	
SHISAL2B	
CELF2-AS1	
SF3B1	51004_at
SF3B1	
NUDT13	
SREK1IP1	46637_at
SREK1IP1	
RNU6-574P	
TAMALIN	46537_at
TAMALIN	
ERGIC1	
RPS20P14	
RPL39L	
ADAMTS4	
TMEM266	
ST6GAL1	
FCER1G	
AKAP8L	55687_at
AKAP8L	43345_at
AKAP8L	
NR4A1	
APOA2	
KRT41P	
GULOP	
TYRO3P	
ISL2	44384_at
ISL2	
	50030_at
CLU	43817_f_at
CLU	
FAM20A	53831_at
FAM20A	
SNORA11F	
ECD	
ABCB8	
ABCB8	42548_at
TOMM40L	
OTUD7A	51770_at
OTUD7A	
RNU6-1029P	
HSPE1	
PPIP5K1	
CWC27	
CWC27	43447_at
HSPE1-MOB4	
ORM1	
KLF15	
MOB4	
NR4A1AS	
CFAP100-DT	
CFAP100	
RNASE10	
ORM2	
LINC02401	
RNASE11	58820_at
MIR5187	
ARSG	
RNF44	
RNASE12	
STAB2	
AKNA	
GARIN2	
ZXDC	48508_at
ZXDC	52516_at
ZNF609	
NR1I3	
LINC01574	
AMZ2	
CDHR2	
FAM149B1	
FAM149B1	48290_at
RNU6-549P	
OAZ2	
UROC1	42777_at
UROC1	
ZSCAN12	
MEI4	
KIF5A	
TMEM181	
MIR6843	
SCARA3	
CFAP210	
CGRRF1	
GPR6	
DNAJC9	
UFL1	49793_at
OR6U2P	
EIF4A2P2	
WHRN	47553_at
WHRN	
DNAJC9-AS1	
FHL5	46912_at
OR10AE3P	
C3orf22	
C3orf22	59730_at
PSMB3P1	
PHOSPHO2	
RNU6-1086P	
MRPS16	48568_at
MRPS16	
RPS7P8	
MIR3622B	
MIR3622A	
RNU4-70P	
TYMSP1	
CCDC25	52953_at
CCDC25	
RNA5SP138	
SERAC1	
NUP210P1	
RDH5	
THSD4	
HHIPL1	
KLHL23	
	49185_at
RNU6-833P	
RCC2P4	
ANXA7	
NRROS	
RABGEF1	45273_at
RABGEF1	
RNU6-646P	
PAK2	55663_at
PAK2	
ADAMTS6	
PTCHD3P2	
CD63	
CYB5AP2	
SSB	
YJU2B	
CYP46A1	45429_at
CYP46A1	
TMEM94	
TMEM94	52568_at
RNU4-89P	
RNU6-42P	
CEP19	47360_at
CEP19	
CADM2	
CADM2	45043_at
DENND1A	
METTL5	
TRIM4	
MIR6085	
HMGN1P26	
MIR190A	
MRI1	48518_at
MRI1	
CUL2	
TLN2	
SRP72P2	
TKFC	
TKFC	46570_at
EML1	
CPA5	
CPA5	42184_at
RN7SL173P	
C19orf53	57156_at
GTF2H5	
SPATA24	44984_s_at
SPATA24	
KCNQ5	
KCNQ5	42142_at
LHX2-AS1	
UBE2V1P4	
TOR1B	
MIR5688	
CADM2-AS2	
CADM2-AS1	
THAP12P2	
COPB2	
GAPT	54330_s_at
ESCO2	
ESCO2	42476_at
ESCO2	56091_at
TOR1A	
NSA2P5	
FAM13B-AS1	
RNU6-1148P	
RNU6-1006P	
WNT8A	
C9orf78	54116_at
C9orf78	
HSPD1	
CYB561A3	
NME5	
USP20	
RNU6-1276P	
PBK	56812_at
PBK	
RNU6-460P	
RNU6-888P	
FAM13B	52856_at
FAM13B	
KLF14	
KCTD7	45358_at
KCTD7	
TRIM39-RPP21	48591_at
QRICH1	
CCL25	
BHLHA15	52510_at
BHLHA15	
ACSBG2	
MIR6785	
CASKIN2	
RPL8P1	
GPR89P	
RSL24D1P1	45801_at
H4C10P	
H2AC14	
H2BC14	
H4C11	
H4C12	
INTS14	57207_at
INTS14	
CNN3P1	
LY86	
RN7SL182P	
CPSF7	58070_at
CPSF7	54710_at
CPSF7	
SCARA5	
BTF3P7	
H3C10	
MIR6855	
FNBP1	
QARS1	
MIR4287	
TSEN54	48522_at
TSEN54	
NUGGC	
CCZ1B	
SPRING1	
ELP3	
ELP3	53965_at
RNU6-558P	
HRK	43978_at
HRK	
RNU1-47P	
VDAC3P1	
GFM2	
RD3L	
RN7SL634P	
OR6C70	
ASPG	
OR6C68	
OR6C64P	
SLC26A10	
LLGL2	
RTF1	
MMD2	44186_at
MMD2	
SCNN1A	
MESP1	
GANC	
GANC	50939_at
MIR203A	
MIR203B	
KIF26A	
RN7SL663P	
SPINT2	
GSN	
RAPGEF5	
KIF25	
KIF26A-DT	
ZBTB25	
AKAP5	
PPP1R14A	
MESTP1	
MTHFD1	43403_at
MTHFD1	
BMPR1AP1	
UBR3	58421_at
UBR3	51068_at
UBR3	
RNU6-861P	
ARHGAP18	51034_at
RNA5SP227	
EEF1A1P6	
STEAP1B-AS1	
RNU6-658P	
NSA2	
IL6-AS1	
YIF1B	44343_s_at
YIF1B	
MTCYBP42	
LTBR	
CELF2	
CELF2	55590_at
SNORD93	
RPL12P10	
ACHE	
RNU6-1330P	
FAM169A	55455_at
FAM169A	
RPL5P21	
SEMA4B	
SEMA4B	46709_at
PDE10A	
PDE10A	45888_at
RPEP5	
RPL5P22	
TIMM8AP1	
PNOC	
EIF3EP2	
GCG	
NUPR1	
ZNF395	44682_at
ZNF395	51543_at
ZNF395	
CUX1	
CUX1	54869_at
CUX1	48445_at
SULT1A2	
RNA5SP112	
SDHAF2	
STUB1P1	
KRT8P40	
MIR4444-1	
DNAJC19P5	
MIR3128	
ARL14EPL	
MIR6512	
H3P7	
TTC30B	45448_at
CD74	
SRP14P1	
TTC30A	
TAPBPL	50323_g_at
TAPBPL	
DPP4	
DPP4	42815_at
FBXO16	51543_at
FBXO16	47499_at
FBXO16	
PPP1R32	55428_at
RHOT1	
BEAN1-AS1	
HLA-DRB5	
CD9	
CTXN3	54529_r_at
CTXN3	
MXD3	43451_at
MXD3	
RNU1-61P	
HLA-DRB6	
TK2	
RNU6-178P	
PEG13	
LRRC10B	
TRAPPC9	56829_at
TRAPPC9	52484_at
TRAPPC9	
MIR6747	
TUT1	
DICER1	
LARP1	
MTA2	
CCDC9B	
RPS26P18	
LINC01804	
C19orf33	
RPL21P35	
LINC02351	
RPL23AP26	
LINC02490	
TEX44	49046_at
PWRN4	
RN7SL499P	
FUT1	
LINC02207	
TRMT1	
RNU1-148P	
ADAM28	
DDX1	
UTRN	45231_at
UTRN	
EML3	
RNU6-343P	
ATP5F1B	
LINC03000	
PCP4L1	44249_at
CFAP126	
LINC00640	
LINC02915	
RRM2P2	
SETP2	
RNU6-1291P	
RNU6-481P	
FRMD6-AS2	
RN7SL261P	
GJA5	
CLIP3	
SNORD59A	
PTGES3	
LINC01366	
PNP	
GJA8	
LINC02208	
GPR89B	44714_at
GPR89B	
LAMA2	
C5	
ALDH1A3-AS1	
LINC02488	
LINC00926	
LINC00926	58985_at
LINC02200	
ADAMDEC1	
LINC01411	
LINC01411	45886_at
NTRK3	
THAP8	43955_at
THAP8	
LUCAT1	
CFAP70	56945_at
CFAP70	56946_g_at
CFAP70	48568_at
CFAP70	
POLR2I	
LINC00524	
LINC02314	
MIR1247	
LINC02320	
ZFYVE1	59640_at
ZFYVE1	
TBCB	
ADAM7	
ATE1	
ATE1	50257_at
RN7SL809P	
PRIM1	
OSMR-DT	42801_at
OSMR-DT	
PDZK1P1	
LINC02804	
RNU1-129P	
RNVU1-7	
PDE4DIPP1	
ADAM7-AS2	
PFN1P4	
CAPNS1	
ABHD17AP1	
LINC02160	
RNU6-1211P	
LINC01745	
ST18	
LINC01744	
ROM1	
LINC02223	42551_at
LINC02223	
RNU6-809P	
ROR1-AS1	
RNU1-65P	
HMGN2P8	
B3GAT3	
GHITM	
KCTD5	56943_at
KCTD5	
MFN2	
ADAMTS16-DT	
STEAP1B	
CERNA2	
C10orf99	53747_at
EDIL3-DT	
FUBP3	57418_at
FUBP3	
HSD17B6	
CDHR1	
DST	
DST	46567_at
LINC00992	
PRSS27	
MED28P6	
NTRK3-AS1	
RN7SL586P	
FBXO38-DT	
RBM25-AS1	
RBM25	
RBM25	51349_at
RBM25	59422_at
LCTL	
GANAB	
GANAB	53968_at
SYPL1	
STAT5A	
IRX4-AS1	
MAST4-AS1	
CKMT2-AS1	
CKMT2-AS1	50905_at
SRRM2-AS1	
ABL1	52316_s_at
ABL1	
SPINK6	
NACA	
SRRM2	
DCAF13P1	
RNU6-392P	
LARP1BP2	
NAMPT	45256_at
NAMPT	
HMGN1P16	
MARCOL	
SPINK13	
SPINK14	
MFGE8	
BCLAF1P1	
TSLP	
PTPDC1	51083_at
PTPDC1	
LRIT2	
ZNF468	
WDR36	
WDR36	45128_at
WDR36	47877_at
RGR	
ARHGEF18-AS1	
WDR62	
MIR490	
KRT8P51	
CHRM2	48879_at
CHRM2	
RNU7-181P	
MIR5194	
RNU6-1255P	
ASAP1-IT2	
RPS3AP21	
RRS1-DT	
CYCSP24	
RRS1	
LMAN2	
MIRLET7A1	
MIRLET7F1	
LINC02603	
MIRLET7D	46090_at
MIRLET7D	46980_at
DAB2IP	45742_g_at
DAB2IP	45741_at
DAB2IP	
PRR7-AS1	
RNU6-1272P	
ZC3HAV1L	
CCNG1	
LRIT1	
ZC3HAV1	56525_at
ZC3HAV1	
ADHFE1	48601_at
ADHFE1	
LINC00858	
RPL12P29	
TNPO1P1	
CACYBPP1	
VIM	
PHF24	
SNORA3C	
PRRT1B	
PALM2AKAP2	
PALM2AKAP2	48035_at
NUDCD2	
RN7SL536P	
PAPLN	
NCL	
TTC26	46426_at
TTC26	
MIR6890	
HMMR	
LAMB2	
HOXB3	47905_at
HOXB3	
CIB1	
TMEM72	
SMG8	
LRRC20	54954_at
MFSD5	
SMIM5	50891_at
SMIM5	
TEX9	48938_at
TEX9	
TMCO2	52876_at
ESPL1	
C16orf89	57517_at
C16orf89	
RNF227	
HOXB2	
ZMPSTE24	
HOXB5	
OR4D2	
SPATA31A7	
ADIPOR1P1	
EBLN1	
PSME2P6	
RPL31P45	
COMMD3	45764_at
COMMD3	
EHD4	44505_at
EHD4	
COL9A2	
COL9A2	43309_at
VXN	48600_at
VXN	
DEF8	46569_at
DEF8	46594_at
DEF8	
EHD4-AS1	
PLA2G4E-AS1	
PLA2G4D	
ODF2	
ODF2	53791_at
MIR4786	
OR9S24P	
OR5S1P	
COPS9	
COPS9	55724_at
OTOS	
INTS5	53968_at
PLA2G4E	
C11orf98	
RNU6-1324P	
RNU2-71P	
HMMR-AS1	
SLC25A51P3	
RN7SL107P	
RN7SL153P	
ZNF704	48090_at
ZNF704	45192_at
ZNF704	
PFDN5	
SCAMP1	
SCAMP1	44661_at
CSKMT	
CKS1BP7	
RNU11-6P	
RN7SL308P	
NDUFA10	
NDUFA10	50715_at
HMGB1P41	
SNORA57	
UQCC3	
AZIN1	
TPM1	
LAMB2P1	
UBXN1	
CCDC71	
MZT1P2	
KLHDC8B	
UBN2	
UBN2	53801_at
COMMD3-BMI1	
PAPLN-AS1	
C3orf84	
RNU6-419P	
IMPDH2	
NUMB	
RNU6-206P	
RNU7-154P	
BMI1	
FEZF1	
ZFP69B	
	53911_at
AASS	
MYG1	53911_at
MYG1	
	51536_at
MPZ	
MTFR1L	
AAAS	
ADRB1	45148_at
RNU6-709P	
UBE2V1P5	
CCDC186	
LRRN4CL	
HNRNPUL2-BSCL2	
GNG3	58961_at
CLRN1	
HNRNPUL2	43857_s_at
HNRNPUL2	
MIR2110	
VWA2	
ACAD11	44039_at
ACAD11	
DLAT	
AURKAP2	
LINC02634	
RNU6-794P	
RNU6-1167P	
CCNY-AS1	
SYT15	
TAF1C	
SYT15-AS1	
SHLD2P1	52901_at
SHLD2P1	
LINC02637	
RHEBP1	
AUNIP	
RN7SL248P	
GPRIN2	
PLEKHA1	
PLEKHA1	48547_at
PLEKHA1	48802_s_at
PAQR7	
STMN1	
NPHP3-ACAD11	44039_at
NPHP3-ACAD11	
SH3PXD2A	57030_at
SH3PXD2A	55501_at
SH3PXD2A	
ACKR4	
HSPA8P19	
LINC01983	
KIF3AP1	
MIR6829	
TNK2-AS1	
WDFY4	
RNU2-11P	
SDHAP1	
RIOX1	53660_at
NFKBIA	
SNRPFP2	
MIR3917	
RNU6-369P	
RNF220	57719_at
RNF220	
MIR4285	
PMS2P12	
PRKRIP1	
PRKRIP1	53675_at
RNU7-18P	
HIF1A-AS1	
TMEM40	47941_at
TMEM40	
	46538_at
HIF1A-AS3	
SNRPCP15	
CHRM1	
OR7E125P	
FAM90A15P	
MIPOL1	
FAM90A4P	
SP7	
RN7SL259P	
FAM90A13P	
FAM90A5P	
PRDM9	
SP1	
SP1	43517_s_at
SP1	50335_at
IFTAP	
RPL12P37	
USP17L1	
CHMP6	56326_at
CHMP6	
SPATA31A3	
RELN	
MRPL43	
MRPL43	43824_at
MRPL43	57043_at
OR1X1P	
IFNA6	
IFNA13	
C9orf50	
AMHR2	
WWP2	47640_at
WWP2	
WWP2	48400_r_at
IFNA4	
AP3B1	
GOLGA2	50356_at
GOLGA2	
	56619_at
MIR4707	51698_at
BAIAP2-DT	50799_at
SLC7A7	
AATK	
MIR5584	
TMEM53	43137_at
TMEM53	42995_at
CREM	
CREM	59451_at
ARMH1	
PRR13	
PRR13	46218_at
MIRLET7A1HG	46090_at
MIRLET7A1HG	46980_at
MIRLET7A1HG	
TLR4	
TLR4	43219_at
PIH1D2	
PIGO	
TPM1-AS	
MIR657	
MIR3065	
MIR338	
MIR1250	
PVALEF	
PRR23D2	
LACTB	
PRR23D3P	
ARAP1	
TEPSIN	46611_at
TEPSIN	
KRT18P17	
PRKRA	
DEFB105A	
RPL32	
RNU5F-1	
RPS27L	
RPS27L	56410_at
RPS27L	54356_at
RNU5D-1	
KIF2C	
CBX5	44900_at
CBX5	51739_r_at
CBX5	46565_at
CBX5	50280_at
CBX5	
CBX5	55507_at
DEFB108A	
FAM66E	
GALK1	
SNORA7A	
MEX3B	49940_at
LINC01583	
USP17L8	
DEFB109C	
FAM90A11P	
RNU1-77P	
FAM90A24P	
SAXO2	
FAM90A12P	
GSK3B	52456_at
GSK3B	43373_s_at
GSK3B	49465_at
GSK3B	
RIMS2	43689_at
RIMS2	50999_at
RIMS2	
MIR3198-2	
RN7SL390P	
SCAT2	
AMDHD2	
NFE2	
COPZ1	
COPZ1	45253_g_at
COPZ1	45254_at
COPZ1	45252_at
MIR3183	
BHLHA9	
FAM163B	51606_at
RNU6-1307P	
DBH	
ORC5	
DBH-AS1	
PJVK	55368_at
PJVK	
MYMK	
EBAG9	
FBXL19	
OPN1SW	
NUDCP2	
PLEKHA3	
TFAMP1	
ELFN1-AS1	49916_at
EFL1	56231_at
EFL1	
MIR4655	
MRM2	
SNRPG	
RPS8	
SNX8	56533_at
SNX8	
RHCG	
SNORD55	
SNORD46	
SNORD38A	
SNORD38B	
RPS15AP11	
BCL7C	
FAM136A	
BEST4	
FAM170A	
RNU6-950P	
MIR148B	
RAB6B	52959_at
RAB6B	52962_g_at
RAB6B	
RN7SL744P	
GPR84	
MIR6831	
CD14	
PLK3	
MRPL51	45817_at
SYBU	55069_at
SYBU	
BRD7P6	
MIR6836	56533_at
IMMP1LP3	
KIF19BP	
MIR3655	
VTRNA1-1	
TGFA-IT1	
VTRNA1-2	
VTRNA1-3	
CHST12	43927_at
CHST12	43592_at
CHST12	
MAT2B	58607_at
MAT2B	
MAD1L1	
LINC00928	
RNF40	
PSMD1	
TICRR	
NCAPD2	
C3orf36	
	53574_at
C3orf62	
PTCH2	
MIR4271	
USP4	
USP4	47271_at
KIF7	
RNU5E-6P	
MIR4752	
EIF2B3	54927_at
EIF2B3	54929_g_at
EIF2B3	
ARHGEF18	
MYO6	
CYP2A7	
RN7SL556P	
OCM	
MROH2B	
RPL3P4	
BCL11B	54401_at
BCL11B	44390_at
BCL11B	
FANCI	
LINC02649	
LINC02649	42310_at
TNKS2-DT	
CCZ1	
LINC02642	
RNA5SP47	
CCNB1IP1P1	
PPIAP35	
MRPS17P1	
LINC00836	
HECTD3	51112_at
HECTD3	
BNC2	49912_at
BNC2	51022_at
BNC2	
MIR493HG	
MARCHF2	
MEG9	
LINC01374	
TSPAN14-AS1	
ATE1-AS1	
LINC00845	
TMEM72-AS1	
SCARNA10	
GAPDH-DT	
GAPDH	
GAPDH	AFFX-HUMGAPDH/M33197_3_at
GAPDH	AFFX-HUMGAPDH/M33197_M_at
GAPDH	AFFX-HUMGAPDH/M33197_5_at
ZNF573	
C17orf67	
INMT-MINDY4	
PARGP1	
DGKE	
DGKE	47813_at
MINDY4	
UROD	
PDCD4-AS1	
CELF2-DT	
CNN2P3	
GXYLT1P6	
ADARB2-AS1	
GXYLT1P4	47270_at
GXYLT1P4	
LINC02944	
TXNDC11	
	47833_at
AQP1	
LARP4B	
CUTALP	
CUTALP	50894_at
TRIM25	
TRIM25	42053_at
TRIM25	55776_at
C6	
HMGA1P4	
GHRHR	
LINC02913	
HSDL2-AS1	
LINC02975	
LINC01504	
MKNK2	45328_at
MKNK2	
RHOA-IT1	
SMC2-DT	
TMEM44	56833_at
TMEM44	
RN7SL847P	
EPC1-AS1	
RNU6-1244P	
	58676_s_at
CCDC7	
CCDC7	49014_at
WDR45B	
PGM5P3-AS1	
UBQLN1-AS1	
LINC00092	
LINC00092	43270_at
LINC03026	47886_at
OSTCP5	
GOLGA5P1	
NOL9	49297_at
NOL9	51448_at
NOL9	54430_at
NOL9	
RTBDN	
RFX3-DT	
SYBU-AS1	
DAB2	45341_at
DAB2	
DAB2	42819_at
HAGHL	
GAS1RR	
GAS1RR	58847_at
LINC01505	
ADCYAP1R1	45641_at
ADCYAP1R1	
FAM90A8	
FAM90A17	
TAS1R1	
FAM90A18	
FAM90A19	
FAM90A14	
RNU6-244P	
ANKRD9	44032_at
ANKRD9	
FAM90A16	
RAB40B	47236_at
RAB40B	47041_at
RAB40B	
FAM90A10	
	AFFX-HUMGAPDH/M33197_3_st
	AFFX-HUMGAPDH/M33197_M_st
	AFFX-HUMGAPDH/M33197_5_st
ASH2L	
MIR4309	
LINC02323	
RN7SL546P	
NOP2	
RCOR1	
ZBTB48	
LINC01474	
ECE2	
LINC00963	
CMTM1	
RPL23AP11	
RNU6-1316P	
AMN	
PLAAT3	
MIR4525	
FN3KRP	
HPN	
TP53AIP1	
LRRC8C	
LRRC8C	50007_at
TRAF3	43952_at
TRAF3	
WDR74	45760_at
WDR74	43559_at
WDR74	
ZBTB40-IT1	
C1DP1	
EPHA8	
CASP7	
MIR31HG	
MIR31HG	50461_at
FN3K	
PRR19	
NUB1	51236_at
NUB1	44981_s_at
NUB1	44289_at
NUB1	48472_at
NUB1	48473_g_at
NUB1	
TLE1-DT	
EBLN3P	55654_at
EBLN3P	
MIR6127	
MIR4684	
LGALS8-AS1	
LINC02104	
VIRMA	51623_at
VIRMA	54681_at
VIRMA	
CFAP53P1	
ZNF559	49540_at
ZNF559	
RPL7P20	
RPLP0P9	
LINC01947	
HEATR1	
	47749_at
CDH3	
SNHG7	
SNHG7	58514_at
TENM2-AS1	44156_at
TENM2	
FRG1HP	
FRG1HP	47946_at
DEUP1	
NPAS3	
MIR4483	
DCLRE1A	
GLIDR	
CDH3-AS1	
HSPE1P5	
CDH1	
PCBP4	
PCBP4	45241_at
LINC02894	
ESRP1	50391_at
ESRP1	
ERCC6L2-AS1	
PLEKHS1	
C9	
SNRPD2	
CLCN3P1	
MARK2	
BANCR	53671_at
BANCR	
OR10H2	
TGFBR3L	47697_at
LINC01503	
TAS2R39	
GFY	
TAS2R40	
DAND5	
OR10H5	
GSTK1	51506_at
GSTK1	
OR10H3	
RPSAP21	
MIR181A2HG	
OR7E24	
RPL35P1	
ZNF883	
MT1HL1	
OR1I1	
ARHGAP45	
RNU6-949P	
CHMP1AP1	
RNU6-424P	
	47849_at
RPEP3	
STX12	
CDC37L1-DT	
TDRD1	
BBS5	
PTPRD-AS1	
LINC01506	
	42203_at
RNU6-1245P	
F12	
PPP1R8	
TBP	
CYP4F33P	
ANKRD18A	
RNU6-477P	
SPDL1	
SPDL1	49716_at
SPDL1	44601_at
LZTS2	
TMEM253	
	45794_at
KLHL41	45794_at
KLHL41	
AKR1E2	
AKR1E2	48232_at
ANKRD18B	
RNA5SP429	
FASTKD1	44605_at
FASTKD1	
FTLP14	
FLVCR2-AS1	
SCARNA1	
SNRPEP3	
FLRT2-AS1	
GP2	
THEMIS2	
TEX21P	
RNA5SP384	
RPS29	
TMEM139-AS1	
TMEM139	48540_at
SNX18P7	
CYP4F26P	
TRBV20OR9-2	
NPAP1P6	
ANKRD20A7P	
RPL32P29	
RN7SL1	
LRR1	59759_i_at
LRR1	59761_r_at
LRR1	
INSYN2B	
RPA2	
MIR378E	
CASP2	48571_at
CASP2	
DOCK2	
PPIG	
PPIG	57600_at
RNU6-599P	
SNX18P5	
CYP4F60P	
CNN2P4	
	47270_at
DPY19L4	
BICD2	
RHOQP1	
RPL36AL	
MGAT2	
AKR1C6P	
DNAAF2	
AKR1C1	
AKR1C1	42985_r_at
RHOV	
POLE2	
VPS18	44081_at
VPS18	
ECT2	
ANKRD19P	
PDE4DIPP9	
MIR3675	
RNU1-5P	
RNU1-2	
RN7SL535P	
DLL4	
DLL4	52819_at
RN7SL481P	
HINT1P1	
MFAP2	
FAM131B	
RNU6-714P	
EEF1DP2	
ZNF484	
NDUFAF6	
NDUFAF6	53686_at
UMOD	
ISCA1P4	
CHAC1	
INO80-AS1	
SNX18P2	
OR10H1	
ALOX15P2	
CYCSP2	
ATP13A2	
ANKRD16	56046_at
ANKRD16	
OR7A10	
NR2F6	57829_s_at
NR2F6	
CIBAR1P1	
RN7SL497P	
INO80	47227_r_at
INO80	
FGF7P4	
CNTNAP3P7	
FAM131B-AS1	
ADGRF5P2	
MEP1AP4	
LINC01501	
LINC01298	
CFAP418	
KLHDC2	45295_at
KLHDC2	
DIRAS2	
FBH1	46213_at
FBH1	
PDILT	
CSGALNACT1	57016_at
CSGALNACT1	
ODF3L2	58102_at
NECTIN2	
NECTIN2	50318_at
NECTIN2	50320_g_at
OR7E109P	
OR7E108P	
TDRD7	
ACSM5	
CHD4	
NALT1	
TOMM40	
ANP32B	
ACSM2A	
PRKAA1	48068_at
PRKAA1	
RNU6-918P	
NANS	
TAF1B	
TRIM14	
HRURF	
	42499_at
RPL37	52614_at
RPL37	
CORO2A	47153_at
SASH1	
SASH1	55772_at
	50858_at
APOE	
GRHL1	
GRHL1	49925_at
TBC1D2	
SDHB	
DIO3OS	
SNORD72	
RNU6-162P	
CARD6	
TCAF1P1	
MMP25	
TCAF2C	
PDLIM2	
PDLIM2	56238_at
RNU7-161P	
RPL26P19	
C5orf67	
APOC1	
AKAP9	
MAP3K1	
PADI2	
C16orf92	
RCN2	
E2F3	
DIO3	
MRGPRX3	
OR5AN1	
RNU6-269P	
RNU6-1110P	
LINC02137	
OR51L1	
RNU6-103P	
SETD6	
APOC4	
OR8D4	
OR4S2	
OR4C6	
APOC4-APOC2	
PXT1	
OR8H2	
SETD9	
OR4D9	
APOC2	
MIR6854	
PSEN1	
PSEN1	54683_at
BAK1	
PSMC3	
PIP5K1B	
CLPTM1	
RN7SL278P	
KRT8P23	
RCAN2	
TSPAN3	
RPL6P19	
CREB3L2-AS1	
KLF11	
DGKI	
	46081_at
KRT18P16	
MIR3661	
PPP2CA-DT	46467_at
CDKL3	50817_s_at
CDKL3	
CDKL3	50821_r_at
RREB1	
RRM2	
IL15RA	
XRN1	47090_at
XRN1	42920_at
XRN1	46550_at
XRN1	
CNOT1	
	48941_at
CCN1	
PSTPIP1	
PABIR1	51274_at
PABIR1	50744_at
CICP13	
RNU6-1035P	
RNA5SP287	
SPATA31D5P	42860_at
UBE2B	
RNU6-791P	
HHIPL2	
SPATA31D4	42860_at
SPATA31D3	
SPATA31D2P	
STAG3	42898_at
STAG3	
SPATA31D1	
RNU6-156P	
MIR1299	
	49401_s_at
	46557_at
TAF1A	
CDKN2AIPNL	
LINC02999	
EBF1	57550_at
EBF1	
ZNF563	
MIR4261	
RN7SL66P	
HPCAL1	
LINC01605	
ZNF442	
SMPD5	
RPS29P23	
TAF1A-AS1	
	59495_at
	59497_g_at
ZNF799	
FABP12	
MIA3	
ZNF443	
CHD7	42567_at
CHD7	
ZNF709	
CCN6	
RNF145	56817_at
RNF145	
SNORA80B	
MTND2P40	
DNPEP-AS1	
MTCO1P27	
MTCO2P27	
	49843_at
MTATP6P27	
OR52N5	
PPIAP20	
SPEG	
OR56A4	
GCDH	
OR52A5	
OR8D1	
OR5B3	
MAP6	
MAP6	53656_at
MAP6	57531_at
MAP6	46484_at
CCPG1	
