hgnc_symbol	affy_hc_g110
ABCC11	
SMARCC2	453_at
SMARCC2	
STAC	
ATP1B1P1	
ZNF567	
BEND4	
SHISA3	
RN7SL79P	
RN7SL45P	
MIR4724	
MIR193A	
RNU6ATAC7P	
RPS7P7	
MIR365BHG	
RSF1	
CCNL2P1	
MIR4725	
MIR365B	
RN7SKP82	
KMT2B	
GRXCR1	
LINC02383	
RN7SL691P	
GPRIN3	
RBM11P1	
FER1L5	
C6orf132	
SLC16A4-AS1	
LAMTOR5	
MFSD11	
PDCL3P5	
ARL4AP5	
RNU6-302P	
TMEM207	
PLSCR5	
MS4A6A	
IRX5	
YTHDF2	
CCSER1	
MTSS2	
LMAN2L	
NR1I2	
TMEM200B	
NRCAM	
MECR	
EGF	1542_at
EGF	
ADAMTS15	
OVCH2	
PLEKHG1	
CNNM4	
TMEM80	
ZSCAN32	
KNG1	
MIR3127	
CNNM3-DT	
CNNM3	
OR10A5	
OR4D5	
OR5D18	
OR8I2	
MRPS10P2	
OR2D3	
OR5AR1	
OR52W1	
EGOT	
OR4A16	
OR6Q1	
OR4A47	
SEMA3G	
HTR3A	740_at
HTR3A	741_g_at
HTR3A	
	599_at
RNU6ATAC35P	
LINC01352	
LINC02080	
HLX-AS1	
LINC00868	
HLX	599_at
OCLNP1	
MGAT5B	
ANKRD23	
TNNC1	
APOBR	
RETREG1-AS1	
RPL7AP81	
ZNF136	
PRELID3BP1	
SCAMP1-AS1	
LINC02779	
NPIPB4	
MARK1	
FAM174A-DT	
NISCH	
LINC01843	
CPLANE1-AS1	
ARHGAP33	
LINC01485	
LINC02236	
GOLPH3-DT	
ANKRD39	
RNF41	
TBX6	
SEMA4C	
ENPEP	
SAP30L-AS1	
WSCD1	
SNX20	
LINC02997	
SDHAP3	
MAZ	1764_s_at
MAZ	
OR8G5	
PGA4	
RNU6-1264P	
BTF3P14	
DNAH1	
MIR4315-1	
TARS1-DT	
IRGQ	
RDM1P1	
LINC01338	
ZNF576	
RAMP1	
LINC02210	
CARMN	
NABP2	
MOGAT1	
C17orf64	
RRAS2P2	
RN7SL464P	
HDAC1P2	
C1orf115	
RPL31P17	
ATG12P2	
SRRM5	
ACSL3-AS1	
RPL12P38	
DARS2	
APPBP2	
POLD1	1462_s_at
POLD1	
ACSL3	
OR9Q2	
OR5AS1	
OR2AG1	
OR52N4	
CHEK1	
C1QTNF8	
CMIP	
FOXP2	
BTF3-DT	
ANXA2R-AS1	
LINC01999	
SLC39A5	
RPSAP66	
RNU6-623P	
RN7SL606P	
KRT18P61	
HMGN1P28	
RN7SL448P	
LINC01018	
PANCR	
TRIM75	
GAK	
GAS5-AS1	
PTPN23	
RC3H1	
ATP6V0D1	
ANKRD52	
SH3TC2-DT	
COQ10A	
RC3H1-IT1	
RPL30P1	
PDCD6P1	
KRT18P57	
RNU6-151P	
INKA2	
INKA2-AS1	
ELP6	
KCND3-IT1	
KCND3-AS1	
LINC01750	
KCND3	
HPR	
IL6ST-DT	
CS	
LINC00461	
OR8G1	
OR4C15	
OR51T1	
OR2D2	
OR8D2	
OR52B2	
OR5M10	
OR6T1	
OR6X1	
OR8B12	
RAB7B	
OR8B4	
OR5M11	
OR5M8	
OR6M1	
BOLA2P2	
IRAG1	
RN7SL870P	
BPTF	
ITPKB-AS1	
CSPG5	
RPS27P5	
KRT18P26	
F11R	
LOXL3	
IL22RA2	
TMEM175	
HIGD2AP2	
MLF1-DT	
SERINC1	
MTAPP1	
C5orf64	
RSRC1	
PKIB	
GLRX5P2	
TSTD1	
SNHG18	
SPRY4-AS1	
ARMC12	
MEF2C-AS1	
ATF5	
USF1	
DHPS	
CLPSL2	
CLPSL1	
TOR1BP1	
TVP23BP2	
RPLP1P11	
RPL22P21	
CLPS	
RNU6-314P	
RNU6-862P	
RN7SL442P	
PIGL	
DGKQ	
DCTN1	
LHFPL5	
ROPN1L-AS1	
SRPK1	1031_at
SRPK1	
NPHP3	
NR2F1-AS1	
OR4C11	
ARHGAP30	
OR9I1	
TBX10	
OR56A1	
OR5B21	
OR10AG1	
MIR1288	
CENPV	
OR51I1	
TOMM7	
OR51B2	
OR4C5	
OR52H1	
CCDC73	
DOT1L	
ESYT2	
CNPY2	
UBB	1323_at
SLC26A1	
NECTIN4	
PLEKHJ1	
OR5AP2	
OR4D6	
DHX30	
RIC8A	
IDUA	
FTLP12	
TRPV2	
NECTIN4-AS1	
KLHDC9	
NPIPB12	
IL23A	
PHKG1	
PFDN2	
CCDC113	
MIR1227	
MIR6789	
SF3A2	
RNU7-40P	
APOF	
APONP	
NIT1	
SLCO1B1	
SNORD49B	
SNORD49A	
DPAGT1	
SNORD65	
PRKAR1A	227_g_at
PRKAR1A	226_at
PRKAR1A	
SMG1	
FGFRL1	
GPER1	
ZKSCAN3	
IAPP	
HOXA10	
AMH	
PYROXD1	
MIR1226	
DUSP22	
VPS26BP1	
RN7SL664P	
TMEM178B	
CDC25A	1738_at
CDC25A	
MIR4321	
SPON2	
DEDD	
CADPS2	
ELOCP31	
RECQL	354_s_at
RECQL	
HEIH	
ANXA2R-OT1	
LINC02217	
CTBP1-AS	
CTBP1-DT	
MEF2C-AS2	
RNF4	
CHD1-DT	
JAKMIP2-AS1	
CTSE	271_s_at
CTSE	206_at
CTSE	
TRIM7-AS2	
MIR4458HG	
GOLT1B	
PDCD6-DT	
SNRPFP4	
GUSBP1	
RNU7-128P	
NDUFB1P1	
MIR4443	
CAMP	
IRF4	
ZNF589	
COQ8A	
KIRREL3-AS2	
MIR3167	
KIRREL3-AS3	
MTCH1P2	
CYCSP29	
SPX	
RNU6-654P	
CHRM4	
MRPS18AP1	
LINC01554	
KRTAP4-8	
ARHGAP20	
KLHL10	
NME6	
IFNGR1	1038_s_at
IFNGR1	
YARS2	
ANKHD1-DT	
NPY6R	
KLHL11	
LINC01023	
RPL35AP27	
MOCS2-DT	
MIR4701	
ADCY6-DT	
ACLY	
CACNB3	
ZNF844	
EIF1P2	
MAU2	
AKIRIN1	
FAM193A	
NDUFS5	
TCP10L2	
RNU6-608P	
RNA5SP44	
HSPE1P8	
RIMS1	
PURPL	
DNAH11	
LRIF1	
FCF1P2	
MIR2115	
FBXW12	
ZNF878	
ANKRD11	
CCNT2P1	
RNA5SP54	
MBD3L5	
DENND2D	
MBD3L4	
MBD3L2	
ZNF557	
ZNF300P1	
TRIM52-AS1	
DCDC1	
MARCHF11-AS1	
GNG8	
ZNF429	
ISL1-DT	
RND1	
RN7SL321P	
ARRDC3-AS1	
ATRIP	
ZNF208	
ADCY6	
CHI3L2	
SLC12A2-DT	
ZNF345	
MPHOSPH9	
USE1	
CREB3L2	
TMEM161B-DT	
NTM	
ODAD4	
STK11	
CNP	344_s_at
CNP	612_s_at
CNP	
CNPY1	
CHIAP1	
DNAJC7	
PRKAR2A	
PRKAR2A	116_at
CHIAP2	
WIPF3	
DRAM2	
C7orf25	
S1PR5	
CDK2AP1	
ZNF446	
EPB41L4A-AS1	
RUNDC3B	
LINC02863	
RNU7-57P	
ZCCHC9	
RPSAP17	256_s_at
IL6R-AS1	
PSMD8P1	
PLXNA1	
SHE	
NFRKB	
HP	
TNIP2	
KLK3	
KLK3	1804_at
KLK3	1805_g_at
PLA2G2C	
RNA5SP375	
UBXN10	
SBNO1	
LINC01757	
SDHC	
SH3BP2	
SH3BP2	1303_at
XPO1	
ACOT12	
CNOT4	
RPL6P9	
RNA5SP143	
PLS1	
MIR8072	
MTRFR	
SSBP2	
DHX37	
SELENOW	
ARNT	
KRBA1	
CYTH2	
PLS1-AS1	
RN7SKP25	
RNU7-47P	
PCOLCE2	
BRI3BP	
ZNF793	
THRIL	
AACS	
HNRNPUL1	
ADD1	
PAQR9	
RAD23BP1	
RNU6-138P	
UBA5	
SSTR5	778_s_at
SOD1P2	
SALL1	
SEPTIN1	
GDPD4	
COX20P2	
SNORA70F	
RNA5SP110	
OR5H8	
GALNT3	
MTMR14	
AHCYL2	
CLEC18A	
AMBRA1	
GRIN2B	
NKIRAS2	
RNU6-1309P	
RPS27AP6	
CYCSP51	
TTC21B	
PARP1	1287_at
PARP1	
LLPH	
LLPH-DT	
IRAK3	
C17orf113	
DHX58	
ZNF701	
RBMS1P1	
MIR6502	
USP42	
PDCL3P7	
RN7SKP166	
HELB	
ZNF667	
IL34	
LINC00955	
KAT2A	
LINC02171	
TPSG1	
LINC02600	
ADRA2C	
OR7E163P	
OR7E162P	
SMIM43	
NECAB2	
LGALS13	
OSBPL9P5	
OSBPL9P4	
TBCEL	
TLCD3B	
ZNF132	
RAB11AP2	
SLC11A2	
AURKC	
PILRB	
NFKB1	1377_at
NFKB1	1378_g_at
NFKB1	
SEM1P1	
SKP1	2010_at
SKP1	
OR5AC4P	
POU5F1P7	
OR5H1	
NDUFS2	
OR5H14	
OR5H5P	
OR5H3P	
OR5H4P	
HSPB9	
OR5H7P	
OR5H6	
PPM1D	
MBTPS1	
BRPF1	
ELSPBP1	
PRR12	
DKK3	
ELN	
RAI1	
ZNF615	
FLACC1	
GCLC	
TEX2	
PPIAP49	
	2010_at
PPP2CA	237_s_at
PPP2CA	
PSMD7	945_at
PSMD7	
RNF212	
PDPR2P	
TRAK2	
ZNF772	
	237_s_at
CEACAM20	
CLEC18B	
RNU4-64P	
DCK	
DCK	886_at
LARS2	
XRRA1	
STRADB	
KRT17	
ZNF57	
GP1BA	
RNU6-237P	
AXIN2	
ZNF253	
NPIPB15	
SIX5	
SLC4A4	
KLHL31	
ABCC12	
ZNF382	
SCYL2P1	
C2CD6	
RDH16	
TRAF4	
MPTX1	
OR10J2P	
DNAJC14	
OR10J7P	
OR10J8P	
CALHM5	
OR10J9P	
MARK4	
CALHM4	
PRDX1	
ACTR6	
TMEM231	
RWDD1	
HMGB1P48	
MTCO2P16	
MTATP6P16	
MTCO3P16	
MTND3P16	
MTND4LP16	
MTND4P29	
NASP	
MTND5P31	
ENO1P4	
MPP4	
LARS2-AS1	
LIMD1	
ELOB	
RSPH4A	
CCR9	
ZUP1	
TNNT1	
KPNA5	
KPNA5	768_at
CLIP1	
FLT1P1	
RNU6-898P	
RPS2P45	
CCR1	1128_s_at
HAS3	
TPH1	
UQCRC2P1	
CCR2	
CSHL1	
CCRL2	1445_at
CCRL2	
LINC02009	
CHTF8	
FAM240A	
XCR1	
CCR3	
ABCA8	
GRM5	
RNU6-22P	
LTF	
DERPC	
MSRB1	
RPL3L	
NDUFB10	
ATG13	
RPS2	
LDHAL6EP	
GC	
CCDC17	
RNU6-651P	
RPS2P16	
CDK15	
RNA5SP163	
CXXC4	
ANKRD37	
UFSP2	
GPBP1L1	
PITPNC1	
RTP3	
SNORA10	
SNORA64	
LRRC2	
SNORA78	
RNF151	
TBL3	
ST8SIA1	
KANK3	
SLC16A6	
RPS15AP10	
RPL7AP16	
TMEM69	
C4orf47	
CRELD1	
SLC39A1	
ARHGAP44	
ZNF140	
CCDC110	
UBE2V1P11	
RNU6-440P	
MYH14	
NUAK1	
GUK1	905_at
GUK1	
ALS2	
TBC1D15	
SCML4	
MICAL2	
NOXO1	
PDLIM3	
SEC63	
SYNGR3	
PITPNA	352_at
PITPNA	
RNU6-437P	
RPL23AP50	
MTHFD2P3	
MMS22L	
NPW	
SORBS2-AS1	
RN7SL219P	
SLC9A3R2	
MIR1973	
TRMT112P1	
CUL4AP1	
PCDH7	
TLR3	
H1-7	
SORBS2	
ZDHHC17	
MS4A6E	
FLRT1	
NTHL1	
TMEM218	
FGD2	
MIR1225	
ZNF598	
HOXC5	416_s_at
SIRT4	
OR2AP1	
OR6C2	
PHLDA1	
MYO15A	
GLT8D2	
RPL12P2	
LINC02539	
WAKMAR2	
TNFAIP3	595_at
TNFAIP3	
LIN7A	
SOX6	
TSC2	
SF3B5	
MRPL42P3	
STX11	
TPT1P4	
C12orf71	
FIGNL2	
ZNF891	
ZNF324	
RILPL2	
WNK1	
PCMT1	
PPARG	
ZNF836	
ZNF302	
DOP1A	
SERBP1	
OR52N2	
SLCO2B1	
PGM2	
ZNF814	
MIER1	
CEP95	
CLEC11A	
SPTBN4	
PSME2P4	
MRPS33P2	
PTTG2	
TEC	
SEZ6	
RWDD2A	
TBC1D30	
TXK	1029_s_at
TXK	1600_at
TXK	
CLLU1-AS1	
CLLU1	
OR2AT1P	
TPBGL-AS1	
KRT19P2	
ZDHHC20P3	
MIR492	
TPBGL	
NR2C1	582_g_at
NR2C1	603_at
NR2C1	
NR2C1	1407_g_at
NR2C1	1406_at
STIM2	
ARRB1	
HEATR6	
SPDYE3	
SRPK2	
SRPK2	1213_at
GPX4	
SLC45A1	
KIF17	
DCP1A	
NDUFA12	
SPAG9	
SNORD38C	
CHDH	
KLHL35	
RNF10	
IL17RB	
CDON	
ZNF669	
RWDD4P1	
RNU6-1322P	
SPDYE2B	
TOR1AIP2	
SPDYE5	
TBC1D1	
SPDYE9	
SPDYE11	
SPDYE13	
SPDYE15	
ACTR8	
UCHL5	
SPDYE17	
SPDYE18	
SPDYE1	
TAF6	
FANCD2	
SLC25A3	
PTCHD3P3	
RNY3P11	
RPL7P28	
CD164	
RPS13	
ZNF419	
SNORD14A	
SNORD14B	
RNU6-593P	
PIK3C2A	
NUP54	
KCNN4	
APAF1	
PPIL6	
DCUN1D4	
ZNF568	
DNAJC4	
AGPS	
SP2	
SMIM1	
MPP2	
FGF12	1504_s_at
FGF12	
ZNF726	
RNF19B	
MED19	
SMPD2	
ZNF626	
TTC36-AS1	
MICAL1	
IQCN	
TTC36	
PRKAR1B-AS2	
MIR6083	
RNU6-143P	
GTF3C6P3	
PRR15	
UMPS	
GMEB1	
ZNRF2P2	
TMEM25	
TMSB4XP3	
DPY19L2P3	
ZNF99	
ZNF461	
MIR550A3	
S100A11P2	
TBX20	
CC2D1B	
GTF2I	
GTF2I	466_at
NDUFS7	
RNU6-936P	
CENPO	
DUTP7	
LRRC66	
SGCB	
DNAJC27	
MIR544B	
LINC02480	
ITGB5	2058_s_at
ITGB5	
SPATA18	
DAB1	
RPS13P5	
RN7SL856P	
SUCLA2P3	
NSUN7	
ADCY3	
LRRC8B	
ZBTB24-DT	
BTBD8	
ZBTB24	
ITGB5-AS1	
ENO1P3	
MUC13	
IFNL4	
BAX	2067_f_at
BAX	2065_s_at
BAX	1997_s_at
BAX	2066_at
BAX	1998_i_at
ARL4AP2	
PDHA1P1	
PGM3	
PPIAP16	
ZC3H11A	
APBB2	
FLNB	
IFT46	
WDR33	
IGFL4	
IGFL2-AS1	
PSME3	
IGFL1P1	
RPL12P41	
IGFL1	
MBD3L3	
RYR1	
SFT2D3	
RNY4P7	
ZFP91P1	
POLR2D	
RNU6-395P	
RPS26P19	
SAP130	
RPL5P30	
RNU6-1157P	
MIR6716	
SLC22A24	
CD3E	
CAP1	935_at
CAP1	
C16orf91	
PERCC1	
KMT2A	
KMT2A	1124_at
CCDC154	
PSD4	
CREBL2	
LINC01567	
RPL21P136	
GPR19	156_s_at
GPR19	
NCOR1	
APOLD1	
HCG22	
MIR613	
STX8P1	
DDX47	
PAX8-AS1	
COX7A2	
CLIC1P1	
RPL12P33	
PAX8	121_at
PAX8	
HNF1A	
RNA5SP160	
RNU6-836P	
RNU6-1195P	
CYB5B	
UCHL1-DT	
UCHL1	
ACOT7	
GTF2IRD2	
ADM5	
ATG9B	
TOR1AIP1	
IGKV1OR2-108	
RPS27A	
SHANK1	
GBX1	1129_at
GBX1	
FOXL3	
SEM1	
ATP2A2	
ZNF747	
LINC01594	
SETD6P1	
WASF1P1	
SULT1C2	
PHF21A	
VWA3A	
MARK2P10	
HSPB11	
DPY19L1	
LINC02521	
RPL12P20	
MYLK4	
OR2Z1	
OR7G2	
CAMK2D	
OR4F17	
SCGN	
CEACAM19	
EPHB2	902_at
EPHB2	2088_s_at
EPHB2	
MIR548N	
WNT2	439_at
WNT2	
PRELID1P2	
H2AC1	
H2BC1	
H2BC2P	
H2AC2P	
IGFL2	
SNRPC	
SDR42E2	
SULT1C2P2	
SULT1C2P1	
ASZ1	
GMCL1P2	
SULT1C4	
VSTM2B	
UHRF1BP1	
RN7SL769P	
MBD3L1	
PYM1	
SMIM12P1	
REV1	
GRIK5	
RBM22P12	
PMEL	
ANKS1A	
KRBOX5	
KALRN	
ANKRD49P4	
TMCO1	
CFTR-AS1	
CTTNBP2	
SMTNL1	
OR52I1	
MMP26	
VN1R67P	
VN1R3	
POLR3K	
SNRNP25	
OR51S1	
NARF	
NRXN2	
MPG	
HSPE1P11	
CDK11B	
TCP11	
TMEM219	
CHPF2	
LINC01104	
KLF2P1	
CYP4F27P	
APOOP2	
POTEF	
POU1F1	
MIR671	
DPEP1	
ORAI2	
USP29	
POTEF-AS1	
RNU6-1049P	
RBM44	
CDK2	
CDK2	1792_g_at
CDK2	1833_at
MIR548I1	
RPS3AP14	
ERVV-1	
HDAC9	
SNRPCP11	
NABP1	
LINC02614	
NMRK2	
ENPP7P4	
ATF7IP2	
ROPN1B	
NLRP13	
CLEC4G	
GLIPR1L1	
POLQ	
MEN1	448_s_at
MEN1	
GLIPR1L2	
DPF1	
GLIPR1	
RPL7AP11	
ARGFX	
CAVIN2	
FBXO40	
DNAJB1P1	
SRGAP3-AS4	
PGAM1P4	
ACTG2	1197_at
ACTG2	
THUMPD3	
NLRC5	
MED24	
GLIPR1-AS1	
KRR1	
LHFPL4	
DUSP5P2	
RASSF1	
DGUOK	
TMA16P1	
OR6C4	
GLYATL2	
LMNTD1	
GLYATL1P2	
MIR612	
LINC02736	
SNRPGP19	
ZNRD2	
RNA5SP97	
TET3	
FAM89B	
TRHDE-AS1	
EHBP1L1	
GFPT1	
TMEM14A	
H3P35	
GSTA8P	
CHCHD3P2	
SREK1IP1P2	
GSTA7P	
GSTA2	1260_s_at
GSTA2	1261_i_at
KCNK6	
MCF2L2	
ERBB3	
ERBB3	1723_g_at
ERBB3	1742_at
ERBB3	1585_at
ERBB3	2089_s_at
GSTA12P	
GSTA10P	
MAP3K5	1327_s_at
MAP3K5	
KCNK7	
ATP8B3	
ACOT11	
MAP3K11	1398_g_at
MAP3K11	1397_at
MAP3K11	
SPDYE10	
STEAP1	
DEF6	
STEAP2	
ZSCAN12P1	
OR1F12P	
FANCE	
AKR1A1	
AAK1	
PCNX3	
C19orf12	
RPL3P7	
OSTM1-AS1	
NR2E1	
NPM1P12	
IFNL3	
ZNF777	
KCNT2	
IFRD2	
ZNF746	
SMIM7	
MIR4690	
SIPA1	
HEATR3	
TRHDE	
EPC2	
GARIN1B	
SNX3	
TMEM114	
FMNL1	
RNA5SP212	
RNU6-1144P	
RNU6-770P	
OSTM1	
PDK4-AS1	
NDRG4	
RNU2-9P	
MBNL1	
OR6C7P	
PDK4	
OR6C75	
OR6C71P	
OR6C66P	
OR6C73P	
MIR4489	
RN7SL309P	
PHC1P1	
MS4A4E	
OR6C76	
ASS1P14	
OR6C69P	
OR6C72P	
OR6C6	
OR6C5P	
ANP32D	
C12orf54	
DYNC1I1	
LTBP3	
RPS10P20	
LALBA	
SLC2A9-AS1	
MIR3138	
RNA5SP155	
RAF1P1	
NEUROD4	
OR9K1P	
B9D1	
OR9K2	
OR9R1P	
WDR1	
TMEM38A	
HCN2	
RPL13AP20	
GPRC5A	
POLRMT	
MIR614	
HEBP1	
HTR7P1	
CTSK	129_g_at
CTSK	128_at
RNA5SP366	
GARIN6	
PRKAG1	
EPB41	
LYPD6B	
FGF22	
RNF126	
PCGF3	
RETNLB	
FAM8A3P	
OR5K2	
SLC22A14	
LYPD6	
FSTL3	
POLR3KP2	
SSTR2	
COG1	
RPL17P13	
MMADHC	
ZPLD1	
ANGPTL8	
LINC02753	
SPDYE6	
LINC02584	
RNU6-1175P	
ANO1-AS1	
FADD	
CSN3	
TSPAN16	
LAMTOR4	
C17orf80	
VSIG10L2	
MKRN2OS	
FAM90A26	
ANO1	
CDKN1B	
CDKN1B	2034_s_at
PRSS48	
TADA3	
GK3P	
ERP29	
MDFIC	
RHOH	
RAB3D	
RNU6-601P	
LINC01931	
LINC01818	
LINC01817	
CPSF4L	
MTLN	
KCP	
THNSL2	
EBI3	
CDC42EP4	
GADL1	
NAA25	
FAM104A	
FRG2C	
ITPR1	
ITPR1	755_at
RNU6-638P	
ANKRD24	
RPL9P29	
CASP3	
TIMP2	1375_s_at
SPDYE8	
STRA8	
LRRTM4	
GRIFIN	
POLR2J	1486_at
RND3	
PLXNA4	
CEP295NL	
SPCS2	
AFMID	
MIR3657	
TRAFD1	
FZD7	
THADA	
RPSAP58	
RPSAP58	256_s_at
FOLR3	522_s_at
HNRNPD-DT	
OR4C3	
LINC01446	
RAB33B-AS1	
PCSK7	
NAA15	
COLGALT1	
RNF222	
C17orf99	
MIR6861	
RN7SKP71	
RPL7AP60	
RNF213	
RPL32P34	
LINC03006	
HECTD4	
PTPRS	
PTPRS	1247_g_at
PTPRS	1246_at
MACC1-DT	
DLX6-AS1	
GTF2IP13	
NFATC2IP	
DMTF1-AS1	
LNCPRESS1	
PSPN	
FEZF1-AS1	
KHSRP	
LINC01007	
TRAF3IP2	
DDX6	
FAM157C	
GDI2P1	
CDC14C	
MAFK	
PLPPR2	
SSTR5-AS1	
TMEM184A	
CLUHP3	
GSG1L2	
RN7SL525P	
DHRS7B	
TRIM28	
PSMG3	
IQSEC3P1	
ELFN1	
C2CD5	
GUSBP5	
RNU6-1136P	
RN7SKP198	
LRRC17	
LINC02128	
FREM3	
RN7SKP209	
GLOD4	
CGA	
GYPE	
FAM185A	
MIR762HG	
RCN1P1	
MIR206	
LINCMD1	
MIR133B	
IL17A	1359_at
GYPB	
MAPK8IP3-AS1	
CDH13	2073_s_at
CDH13	
CDH13	483_g_at
SLC25A20P1	
MCM3	
ARCN1	
FBXL13	
DNAH2	
NYAP1	
MIR6807	
IL18R1	
UBE2M	
HIKESHI	
MIR8058	
RN7SL416P	
AGFG2	
RN7SL134P	
CDH13-AS1	
GYPA	
MIR3182	
IL17F	
HSBP1	
MARCO	
KHDC1	
CHMP2A	
VPS35L	
FAM237A	
ANKRD30BL	
HSPD1P14	
VWCE	
HMGB4	
IRS3P	
SAP25	
TJAP1	
CSMD2-AS1	
PLGLB1	
PLIN4	
LRCH4	
BICRA	
AZIN2	
PTRHD1	
MEMO1	
LRFN3	
NUMA1	
SDHAF1	
SYNE4	
STARD7	
C6orf120	
GJE1	
FBXO24	
POU2F2	
TRIM62	
CYP26B1	
FAM133FP	
ZNF847P	
SNAP47-AS1	
CTSS	
MUC22	
LY6G5B	410_s_at
CMPK2	
FAM237B	
TAAR8	
TAAR9	
ARPC1A	
C2orf83	
FGF6	
DDIT3	
SPDYE4	
RNU6-31P	
BICD1P1	
RNA5SP115	
PPIL3	
USP36	
ARPC1B	
ANAPC7	
LIN9	
KRT18P51	
HHIP	
KNOP1	
CCP110	
RNU6-312P	
RNU6-762P	
ORC2	
ANAPC10	
TMEM132C	
PDAP1	
PDAP1	835_at
OR6C65	
ATG101	
BUD31	
CLEC12B	
HNRNPA1P35	
RPL23AP30	
RNU6-1206P	
RPL17P10	
IMPDH1P10	
CFLAR-AS1	
OR10AD1	
PHTF2	
TAFA2	
RNU7-45P	
RPL38P5	
MTND5P25	
MTND4P23	
MTND4LP13	
RBMXL1	
NDUFB3	
TMEM217B	
LARP7P2	
GPRC5B	
LRRC73	
TMDD1	
GBP3	
ZNF384	
RAMACL	
H2AC8	
ITGA6-AS1	
OPN5	
PLEKHH2	
HSPD1P5	
ASGR2	
IQCK	
RN7SKP235	
ABCE1	
ALKBH6	
ZNF292	
CENPBD1P	
GBP1	
RNU6-355P	
PARD6A	
IRAK1BP1	
RN7SKP66	
ENKD1	
DYNC2LI1	
PYY	
AFDN	
PTGES3P1	
GBP2	
MIR4734	
C16orf86	
SLC6A12	
GFOD2	
GBP7	
ECSIT	
GBP4	
MIR4726	
OTUD4	
NPIPB6	
RNA5SP440	
AHDC1	
CIITA	
MEPCE	
ABCG5	
FOXCUT	
PNISR-AS1	
SPDYE21	
ZSCAN16-AS1	
POR	
POR	858_at
ABCG8	
CASC15	
FGR	1780_at
FGR	
EPHB1	
RNU6-1048P	
RN7SL455P	
RNU6-566P	
PDSS1P2	
PPM1B-DT	
C1GALT1C1L	
KRT8P15	
EXOSC5	
CARF	
ART3	
RNU6-866P	
MCEMP1	
PHETA1	
SMUG1	
EVI5L	
MAP4	243_g_at
MAP4	242_at
MAP4	
LINC02574	
LINC02574	1358_s_at
IFI6	1358_s_at
MIR4727	
KCNH6	
BIRC2	
ELAVL1	
PGR	426_at
PGR	
IFI44L	
UNC13A	
SLCO1A2	
DCAF7	
PHIP	
ATP8A1	
ATP6V0D1-DT	
CYB561D1	
LPP	
TSC22D4	
RIPOR1	
AMIGO1	
GNAI3	876_at
ZBED10P	
LINC00996	
TACO1	
STAG3L1	
RN7SL405P	
MIR6783	
MIR6784	
TBKBP1	
TDRG1	
RNU6V	
MIR197	
RPL7P8	
TRIM73	
GNAT2	
GRAMD1B	
MAP1S	
LINC00951	
EFCC1	
LRFN2	
GRID2IP	
ATXN7L3	
RNU6-250P	
PTGS2	1069_at
PTGS2	
LYRM2	
PLEKHG7	
ARPP21	
MDM1	
MDN1-AS1	
KATNBL1P5	
ZDHHC4	
RNU6-987P	
CARMIL1	
DDAH1	
HEXIM2	
SLC16A11	
KRT8P52	
B3GNT3	
RPL7P14	
RPL23AP36	
RPL12P16	
DCAKD	
INSL3	
LRPPRC	
JAKMIP1	
PITPNM2	
INTS15	
NGF	790_at
NGF	791_g_at
MIR3188	
RN7SL513P	
RAC1	2050_s_at
RAC1	
GDF15	1890_at
GDF15	
LINC02593	
NOC2L	
CTCF-DT	
CTCF	
MIR3189	
FZD10	
TMEM52B	
ELL	
RPL6P20	
VN1R37P	
VN1R38P	
SAPCD2P1	
ZNF735	
IL6	
DEPDC4	
PLEKHN1	
MYO15B	
LINC01615	
LINC01600	
GSTA9P	
PLEKHG6	
BVES-AS1	
ZNF875	
UFSP1	
OR9A1P	
COA1	
NUP153-AS1	
MMP13	
HES4	
ISG15	1107_s_at
LINC02541	
RANBP10	
AGRN	
UPP1	
LY86-AS1	
EPS8L2	
SLC41A2	
LINC01016	
LINC01097	
NKX3-2	
ZNF83	
LINC01096	
BOD1L1	
PWP1	
LINC01558	
TSNAXIP1	
FBF1	
LINC02519	
CD2AP-DT	
KCNN1	
ATXN1-AS1	
RNF217-AS1	
PRDM4	
STRADBP1	
BMPER	
RN7SKP83	
ST3GAL5-AS1	
MIR5091	
POLR1A	
RPL32P12	
SCIRT	
ATP8A1-DT	
SLFN12L	
ZNF530	
LINC02273	
MIR633	
TRMT112P3	
DNAJB6P8	
ZNF577	
TAC4	
LINC01612	
EPM2A-DT	
ASCL4	
DCAF1	
TMEM132B	
LINC02268	
MRPL37	
LINC02428	
LINC01013	
LINC02432	
PCBP2	
SSBP3-AS1	
BOC	
LINC02784	
HNRNPA1P63	
LINC02265	
ZNF606	
SSBP3	
RPL34-DT	
SPECC1	
LEF1-AS1	
LINC00326	
OTUB1	
COL1A2	
SERPINB9P1	
GTF2IP12	
ZNF566	
ITGA4	
ITGA4	2061_at
TMEM30A-DT	
CENPT	
LINC03004	
KRTAP5-11	
ODF3	
CDK3	
ZBTB38	
ZNF433	
TSPAN5-DT	
LINC02901	
GPS1	
PSMD13	
LINC01621	
TEX101	
MROCKI	
SERPINC1	
LYPD3	
LINC01564	
LINC02275	
LINC01737	
FOXP4-AS1	
COG2	
SEPTIN7P14	
SAP18P2	
RNU6ATAC19P	
MRPL45P1	
RNU6-1168P	
RNU6-1007P	
RPL38P6	
PHLDB3	
FOXI3	
TEX37	
WDR49	
RPIA	
MALLP2	
MIR4436A	
IGKC	
RNU6-1328P	
CASD1	
IGKJ5	
IGKJ4	
IGKJ3	
IGKJ2	
IGKJ1	
